Time,Switch_state
2025-05-19 08:55:40,double click
2025-05-20 12:58:12,double click
2025-05-20 18:44:18,double click
2025-05-21 12:50:22,double click
2025-05-21 12:50:25,double click
2025-05-23 21:00:24,double click
2025-05-23 21:01:13,double click
