Time,State
2025-05-15 16:36:07,0
2025-05-15 16:48:05,1
2025-05-15 18:04:08,0
2025-05-15 18:07:06,1
2025-05-15 18:08:07,0
2025-05-15 18:25:06,1
2025-05-15 18:34:07,0
2025-05-15 18:36:06,1
2025-05-15 19:10:09,0
2025-05-15 19:12:06,1
2025-05-15 19:54:08,0
2025-05-16 11:05:05,1
2025-05-16 11:12:07,0
2025-05-16 11:13:06,1
2025-05-16 11:16:07,0
2025-05-16 11:23:05,1
2025-05-16 11:26:06,0
2025-05-16 11:27:06,1
2025-05-16 11:29:07,0
2025-05-16 11:36:05,1
2025-05-16 11:37:06,0
2025-05-16 11:50:06,1
2025-05-16 11:51:07,0
2025-05-16 11:52:05,1
2025-05-16 11:59:07,0
2025-05-16 12:00:06,1
2025-05-16 12:01:06,0
2025-05-16 12:32:06,1
2025-05-16 12:33:07,0
2025-05-16 12:34:05,1
2025-05-16 12:35:06,0
2025-05-16 12:36:05,1
2025-05-16 12:37:07,0
2025-05-16 12:45:05,1
2025-05-16 12:46:07,0
2025-05-16 12:49:06,1
2025-05-16 12:50:07,0
2025-05-16 13:04:06,1
2025-05-16 13:05:07,0
2025-05-16 13:07:05,1
2025-05-16 13:08:08,0
2025-05-16 13:09:05,1
2025-05-16 13:10:07,0
2025-05-16 13:11:05,1
2025-05-16 13:12:07,0
2025-05-16 13:13:06,1
2025-05-16 13:14:07,0
2025-05-16 13:15:05,1
2025-05-16 13:16:07,0
2025-05-16 13:17:05,1
2025-05-16 13:18:07,0
2025-05-16 13:19:06,1
2025-05-16 13:20:07,0
2025-05-16 13:21:06,1
2025-05-16 13:22:06,0
2025-05-16 13:23:05,1
2025-05-16 13:24:07,0
2025-05-16 13:25:05,1
2025-05-16 13:27:06,0
2025-05-16 13:28:06,1
2025-05-16 13:38:07,0
2025-05-16 13:43:05,1
2025-05-16 14:09:07,0
2025-05-16 14:16:06,1
2025-05-16 15:43:07,0
2025-05-16 15:45:05,1
2025-05-16 16:31:07,0
2025-05-16 16:32:06,1
2025-05-16 17:57:07,0
2025-05-17 13:17:30,0
2025-05-17 15:01:06,1
2025-05-17 16:34:14,0
2025-05-17 16:51:09,1
2025-05-17 16:51:12,1
2025-05-17 16:53:18,0
2025-05-17 16:53:19,0
2025-05-17 16:54:13,1
2025-05-17 16:54:18,1
2025-05-17 16:55:14,0
2025-05-17 16:56:07,1
2025-05-17 16:57:09,0
2025-05-17 16:58:14,1
2025-05-17 16:58:17,1
2025-05-17 17:00:08,0
2025-05-17 17:01:06,1
2025-05-17 17:02:08,0
2025-05-17 17:03:06,1
2025-05-17 17:04:08,0
2025-05-17 17:05:06,1
2025-05-17 17:06:07,0
2025-05-17 17:07:06,1
2025-05-17 17:08:07,0
2025-05-17 17:09:06,1
2025-05-17 17:10:07,0
2025-05-17 17:11:05,1
2025-05-17 17:13:10,0
2025-05-17 17:13:13,0
2025-05-17 17:14:15,1
2025-05-17 17:15:15,0
2025-05-17 17:16:09,1
2025-05-17 17:17:10,0
2025-05-17 17:18:06,1
2025-05-17 17:19:07,0
2025-05-17 17:20:06,1
2025-05-17 17:21:08,0
2025-05-17 17:22:06,1
2025-05-17 17:23:07,0
2025-05-18 11:10:08,1
2025-05-18 11:11:10,0
2025-05-18 11:21:08,1
2025-05-18 11:22:09,0
2025-05-18 11:23:08,1
2025-05-18 11:24:09,0
2025-05-18 11:31:08,1
2025-05-18 11:32:09,0
2025-05-18 11:33:08,1
2025-05-18 11:34:09,0
2025-05-18 11:35:08,1
2025-05-18 11:36:10,0
2025-05-18 11:37:09,1
2025-05-18 11:38:09,0
2025-05-18 11:39:08,1
2025-05-18 11:40:10,0
2025-05-18 11:41:10,1
2025-05-18 11:53:09,0
2025-05-18 11:54:08,1
2025-05-18 12:48:10,0
2025-05-18 12:49:08,1
2025-05-18 13:30:37,0
2025-05-18 13:31:35,1
2025-05-18 14:34:30,0
2025-05-18 14:42:40,1
2025-05-18 15:33:37,0
2025-05-18 15:50:30,1
2025-05-18 16:51:08,0
2025-05-18 16:53:07,1
2025-05-18 18:00:11,0
2025-05-18 18:01:07,1
2025-05-18 18:04:09,0
2025-05-18 18:06:08,1
2025-05-18 18:38:09,0
2025-05-18 18:41:08,1
2025-05-18 19:45:11,0
2025-05-18 19:53:08,1
2025-05-18 19:55:14,0
2025-05-19 10:05:07,1
2025-05-19 10:06:10,0
2025-05-19 10:31:22,1
2025-05-19 10:32:46,0
2025-05-19 18:12:07,1
2025-05-19 18:13:09,0
2025-05-19 18:14:07,1
2025-05-19 18:15:09,0
2025-05-19 18:16:08,1
2025-05-19 18:17:08,0
2025-05-19 18:23:08,1
2025-05-19 18:24:09,0
2025-05-19 18:25:07,1
2025-05-19 18:26:09,0
2025-05-19 18:27:07,1
2025-05-19 18:28:09,0
2025-05-19 18:29:08,1
2025-05-19 18:50:10,0
2025-05-19 18:56:08,1
2025-05-19 19:58:12,0
2025-05-20 10:16:11,1
2025-05-20 10:17:16,0
2025-05-20 10:19:08,1
2025-05-20 10:20:13,0
2025-05-20 10:54:06,1
2025-05-20 10:55:08,0
2025-05-20 11:11:07,1
2025-05-20 11:12:08,0
2025-05-20 11:13:07,1
2025-05-20 11:14:13,0
2025-05-20 11:15:10,1
2025-05-20 11:16:08,0
2025-05-20 11:17:06,1
2025-05-20 11:18:13,0
2025-05-20 12:58:11,1
2025-05-20 12:59:08,0
2025-05-20 13:00:12,1
2025-05-20 13:01:13,0
2025-05-20 13:02:07,1
2025-05-20 13:03:13,0
2025-05-20 13:04:07,1
2025-05-20 13:05:13,0
2025-05-20 13:06:07,1
2025-05-20 13:07:09,0
2025-05-20 13:08:07,1
2025-05-20 13:09:08,0
2025-05-20 13:10:07,1
2025-05-20 13:11:08,0
2025-05-20 13:12:12,1
2025-05-20 13:13:13,0
2025-05-20 13:14:07,1
2025-05-20 13:15:08,0
2025-05-20 13:16:07,1
2025-05-20 13:17:09,0
2025-05-20 13:18:07,1
2025-05-20 13:19:24,0
2025-05-20 13:20:07,1
2025-05-20 13:21:10,0
2025-05-20 13:22:09,1
2025-05-20 13:23:10,0
2025-05-20 13:24:07,1
2025-05-20 13:25:09,0
2025-05-20 13:26:07,1
2025-05-20 13:27:09,0
2025-05-20 13:28:07,1
2025-05-20 13:29:13,0
2025-05-20 13:31:14,1
2025-05-20 13:32:10,0
2025-05-20 13:33:09,1
2025-05-20 13:34:12,0
2025-05-20 13:35:07,1
2025-05-20 13:36:08,0
2025-05-20 13:37:07,1
2025-05-20 13:38:09,0
2025-05-20 13:39:08,1
2025-05-20 13:40:10,0
2025-05-20 13:41:08,1
2025-05-20 13:42:09,0
2025-05-20 13:43:08,1
2025-05-20 13:44:10,0
2025-05-20 13:45:08,1
2025-05-20 13:46:09,0
2025-05-20 13:47:08,1
2025-05-20 13:48:09,0
2025-05-20 13:49:08,1
2025-05-20 13:50:08,0
2025-05-20 13:51:07,1
2025-05-20 14:23:08,0
2025-05-20 18:41:08,1
2025-05-20 18:52:11,0
2025-05-20 18:53:09,1
2025-05-20 19:16:09,0
2025-05-20 19:17:09,1
2025-05-20 19:32:10,0
2025-05-20 19:33:08,1
2025-05-20 20:32:23,0
2025-05-21 13:28:08,1
2025-05-21 13:29:10,0
2025-05-21 13:30:09,1
2025-05-21 13:31:09,0
2025-05-21 13:32:09,1
2025-05-21 13:33:10,0
2025-05-21 13:34:09,1
2025-05-21 13:35:10,0
2025-05-21 13:38:09,1
2025-05-21 13:41:10,0
2025-05-21 13:42:09,1
2025-05-21 13:43:11,0
2025-05-21 13:58:08,1
2025-05-21 13:59:10,0
2025-05-21 14:00:08,1
2025-05-21 14:01:10,0
2025-05-21 14:02:08,1
2025-05-21 14:03:09,0
2025-05-21 14:04:08,1
2025-05-21 14:05:10,0
2025-05-21 14:06:09,1
2025-05-21 14:07:10,0
2025-05-21 14:08:08,1
2025-05-21 14:09:09,0
2025-05-21 14:10:14,1
2025-05-21 14:11:10,0
2025-05-21 14:12:08,1
2025-05-21 14:13:10,0
2025-05-21 14:14:09,1
2025-05-21 14:33:09,0
2025-05-21 14:34:07,1
2025-05-21 15:28:10,0
2025-05-21 15:29:09,1
2025-05-21 15:30:10,0
2025-05-21 15:31:10,1
2025-05-21 15:32:15,0
2025-05-21 15:33:08,1
2025-05-21 15:34:11,0
2025-05-21 15:35:08,1
2025-05-21 15:36:09,0
2025-05-21 15:37:07,1
2025-05-21 15:38:10,0
2025-05-21 15:39:09,1
2025-05-21 15:40:11,0
2025-05-21 15:41:08,1
2025-05-21 15:42:08,0
2025-05-21 15:43:07,1
2025-05-21 15:44:08,0
2025-05-21 15:45:09,1
2025-05-21 15:46:14,0
2025-05-21 15:46:20,0
2025-05-21 15:47:09,1
2025-05-21 15:48:08,0
2025-05-21 15:49:07,1
2025-05-21 15:50:09,0
2025-05-21 15:51:07,1
2025-05-21 15:52:09,0
2025-05-21 15:53:07,1
2025-05-21 15:54:08,0
2025-05-21 15:55:07,1
2025-05-21 15:56:09,0
2025-05-21 15:57:07,1
2025-05-21 15:58:08,0
2025-05-21 15:59:07,1
2025-05-21 16:00:09,0
2025-05-21 16:01:08,1
2025-05-21 16:02:08,0
2025-05-21 16:03:07,1
2025-05-21 16:04:10,0
2025-05-21 16:05:08,1
2025-05-21 16:06:09,0
2025-05-21 16:07:08,1
2025-05-21 16:08:09,0
2025-05-21 16:09:08,1
2025-05-21 16:10:09,0
2025-05-21 16:11:15,1
2025-05-21 16:12:10,0
2025-05-21 16:13:08,1
2025-05-21 16:14:09,0
2025-05-21 16:15:07,1
2025-05-21 16:16:09,0
2025-05-21 16:17:08,1
2025-05-21 16:18:10,0
2025-05-21 16:19:07,1
2025-05-21 16:20:09,0
2025-05-21 16:21:07,1
2025-05-21 16:22:08,0
2025-05-21 16:23:07,1
2025-05-21 16:24:08,0
2025-05-21 16:25:07,1
2025-05-21 16:26:09,0
2025-05-21 16:27:07,1
2025-05-21 16:28:10,0
2025-05-21 16:29:07,1
2025-05-21 16:30:09,0
2025-05-21 16:31:07,1
2025-05-21 16:32:09,0
