Time,State
2025-05-15 16:38:05,0
2025-05-15 16:40:03,1
2025-05-15 16:40:05,0
2025-05-15 16:40:08,1
2025-05-15 16:41:05,0
2025-05-15 16:55:03,1
2025-05-15 18:04:05,0
2025-05-15 18:06:04,1
2025-05-15 18:07:05,0
2025-05-15 18:11:04,1
2025-05-15 18:37:05,0
2025-05-15 18:50:04,1
2025-05-15 19:09:05,0
2025-05-15 19:38:04,1
2025-05-15 19:44:06,0
2025-05-16 10:21:03,1
2025-05-16 10:47:05,0
2025-05-16 12:10:03,1
2025-05-16 12:55:05,0
2025-05-16 12:57:03,1
2025-05-16 13:05:05,0
2025-05-16 13:08:04,1
2025-05-16 13:49:05,0
2025-05-16 13:51:03,1
2025-05-16 14:21:07,0
2025-05-16 15:02:04,1
2025-05-16 15:36:04,0
2025-05-16 15:38:04,1
2025-05-16 16:10:04,0
2025-05-16 16:55:04,1
2025-05-16 18:29:05,0
2025-05-16 18:33:05,1
2025-05-16 19:06:05,0
2025-05-16 19:08:04,1
2025-05-16 19:32:07,0
2025-05-16 19:40:04,1
2025-05-16 19:59:05,0
2025-05-17 12:21:05,1
2025-05-17 13:09:07,0
2025-05-17 13:30:05,1
2025-05-17 14:56:06,0
2025-05-17 15:06:05,1
2025-05-17 15:47:06,0
2025-05-17 15:52:04,1
2025-05-17 16:36:11,0
2025-05-17 17:03:04,1
2025-05-17 17:21:06,0
2025-05-18 10:53:05,1
2025-05-18 11:16:08,0
2025-05-18 11:20:05,1
2025-05-18 12:04:06,0
2025-05-18 12:09:05,1
2025-05-18 12:32:07,0
2025-05-18 12:32:14,1
2025-05-18 12:33:06,0
2025-05-18 12:47:05,1
2025-05-18 13:05:06,0
2025-05-18 13:20:05,1
2025-05-18 13:31:19,0
2025-05-18 14:18:23,1
2025-05-18 14:43:06,0
2025-05-18 14:50:04,1
2025-05-18 15:21:10,0
2025-05-18 15:22:25,1
2025-05-18 16:35:05,0
2025-05-18 18:35:05,1
2025-05-18 19:45:07,0
2025-05-18 19:51:06,1
2025-05-18 19:55:11,0
2025-05-19 09:30:04,1
2025-05-19 09:34:07,0
2025-05-19 09:35:04,1
2025-05-19 09:51:05,0
2025-05-19 09:52:04,1
2025-05-19 09:59:30,0
2025-05-19 16:10:05,1
2025-05-19 16:31:05,0
2025-05-19 17:52:04,1
2025-05-19 18:58:06,0
2025-05-19 19:05:05,1
2025-05-19 20:02:56,0
2025-05-20 15:25:06,1
2025-05-20 15:43:06,0
2025-05-20 15:45:04,1
2025-05-20 16:00:06,0
2025-05-20 16:05:04,1
2025-05-20 16:13:06,0
2025-05-20 16:15:05,1
2025-05-20 17:29:06,0
2025-05-20 17:39:05,1
2025-05-20 18:05:07,0
2025-05-20 18:07:05,1
2025-05-20 18:24:07,0
2025-05-20 18:30:06,1
2025-05-20 18:38:07,0
2025-05-20 18:40:05,1
2025-05-20 18:44:06,0
2025-05-20 18:49:05,1
2025-05-20 18:54:06,0
2025-05-20 18:58:06,1
2025-05-20 19:25:06,0
2025-05-20 19:28:05,1
2025-05-20 19:38:07,0
2025-05-20 19:45:05,1
2025-05-20 19:56:07,0
2025-05-20 19:59:06,1
2025-05-20 20:00:07,0
2025-05-22 14:56:03,1
2025-05-22 15:51:05,0
2025-05-22 15:55:04,1
2025-05-22 15:56:06,0
2025-05-22 16:01:04,1
2025-05-22 16:12:10,0
2025-05-22 16:15:04,1
2025-05-22 17:00:06,0
2025-05-22 17:05:07,1
2025-05-22 17:05:10,1
2025-05-22 17:44:05,0
2025-05-22 17:51:04,1
2025-05-22 20:21:06,0
2025-05-23 03:54:24,0
2025-05-23 11:41:03,1
2025-05-23 11:56:05,0
2025-05-23 12:22:04,1
2025-05-23 12:24:06,0
2025-05-23 12:26:03,1
2025-05-23 12:28:04,0
2025-05-23 12:29:04,1
2025-05-23 12:35:05,0
