Time,Switch_state
2025-05-16 10:32:57,double click
2025-05-19 09:28:21,double click
2025-05-19 14:44:37,double click
2025-05-20 08:44:33,double click
2025-05-22 10:26:27,double click
2025-05-23 09:03:03,double click
2025-05-23 09:26:25,double click
2025-05-23 09:26:37,double click
2025-05-23 09:27:21,double click
2025-05-23 09:31:06,hold
