Time,Illuminance(lux)
2025-05-15 16:48:14,336.0
2025-05-15 17:43:04,329.0
2025-05-15 18:04:12,188.0
2025-05-15 18:31:31,159.0
2025-05-15 18:37:55,160.0
2025-05-15 19:32:45,154.0
2025-05-15 20:27:36,158.0
2025-05-15 21:22:26,158.0
2025-05-15 22:17:16,158.0
2025-05-15 23:12:07,158.0
2025-05-15 23:35:54,29.0
2025-05-15 23:35:59,15.0
2025-05-16 00:06:57,16.0
2025-05-16 01:01:48,16.0
2025-05-16 01:56:38,16.0
2025-05-16 02:51:29,16.0
2025-05-16 03:46:19,16.0
2025-05-16 04:41:09,16.0
2025-05-16 05:36:00,17.0
2025-05-16 06:07:30,22.0
2025-05-16 06:30:50,26.0
2025-05-16 06:45:19,29.0
2025-05-16 06:49:13,36.0
2025-05-16 07:18:27,43.0
2025-05-16 07:24:21,51.0
2025-05-16 07:25:41,55.0
2025-05-16 07:28:27,61.0
2025-05-16 07:37:00,206.0
2025-05-16 07:43:49,243.0
2025-05-16 07:51:07,287.0
2025-05-16 08:12:03,343.0
2025-05-16 08:20:01,287.0
2025-05-16 08:20:31,275.0
2025-05-16 08:28:31,241.0
2025-05-16 08:28:51,285.0
2025-05-16 08:43:18,284.0
2025-05-16 08:47:47,238.0
2025-05-16 08:49:02,287.0
2025-05-16 08:50:42,233.0
2025-05-16 08:51:56,292.0
2025-05-16 09:15:22,316.0
2025-05-16 09:19:23,348.0
2025-05-16 09:24:57,414.0
2025-05-16 09:27:41,517.0
2025-05-16 09:29:06,584.0
2025-05-16 09:30:21,509.0
2025-05-16 09:33:55,575.0
2025-05-16 09:34:40,504.0
2025-05-16 09:36:39,580.0
2025-05-16 09:38:09,488.0
2025-05-16 09:42:03,414.0
2025-05-16 09:47:17,490.0
2025-05-16 09:53:16,415.0
2025-05-16 09:55:40,352.0
2025-05-16 09:59:35,299.0
2025-05-16 10:01:29,357.0
2025-05-16 10:01:54,421.0
2025-05-16 10:04:09,501.0
2025-05-16 10:04:29,564.0
2025-05-16 10:06:18,500.0
2025-05-16 10:06:58,423.0
2025-05-16 10:10:12,428.0
2025-05-16 10:15:03,505.0
2025-05-16 10:16:33,582.0
2025-05-16 10:21:17,516.0
2025-05-16 10:21:57,434.0
2025-05-16 10:22:47,368.0
2025-05-16 10:30:10,514.0
2025-05-16 10:42:33,436.0
2025-05-16 10:49:26,500.0
2025-05-16 10:50:41,562.0
2025-05-16 10:52:11,637.0
2025-05-16 10:53:11,562.0
2025-05-16 10:54:15,469.0
2025-05-16 10:55:45,397.0
2025-05-16 10:56:10,551.0
2025-05-16 11:05:03,517.0
2025-05-16 11:29:40,620.0
2025-05-16 11:30:10,470.0
2025-05-16 11:45:12,398.0
2025-05-16 11:46:12,535.0
2025-05-16 11:59:54,585.0
2025-05-16 12:01:16,603.0
2025-05-16 12:02:10,451.0
2025-05-16 12:36:09,383.0
2025-05-16 12:37:13,547.0
2025-05-16 12:41:28,618.0
2025-05-16 12:42:12,435.0
2025-05-16 12:54:45,430.0
2025-05-16 13:04:00,369.0
2025-05-16 13:04:10,527.0
2025-05-16 13:49:36,523.0
2025-05-16 14:44:27,497.0
2025-05-16 15:39:18,480.0
2025-05-16 15:52:32,447.0
2025-05-16 16:34:09,402.0
2025-05-16 17:17:56,379.0
2025-05-16 17:28:59,388.0
2025-05-16 18:23:50,353.0
2025-05-16 19:06:28,322.0
2025-05-16 19:18:40,321.0
2025-05-16 19:37:13,170.0
2025-05-16 20:13:31,156.0
2025-05-16 21:08:22,152.0
2025-05-16 21:58:39,25.0
2025-05-16 21:58:44,11.0
2025-05-16 22:03:13,12.0
2025-05-16 22:58:04,12.0
2025-05-16 23:45:41,0.0
2025-05-16 23:48:01,15.0
2025-05-16 23:48:36,0.0
2025-05-16 23:50:45,15.0
2025-05-16 23:52:55,20.0
2025-05-17 00:10:09,22.0
2025-05-17 00:47:46,22.0
2025-05-17 01:42:37,21.0
2025-05-17 02:37:28,26.0
2025-05-17 03:32:19,21.0
2025-05-17 04:27:10,21.0
2025-05-17 05:22:01,22.0
2025-05-17 05:40:44,29.0
2025-05-17 05:50:22,36.0
2025-05-17 05:59:50,43.0
2025-05-17 06:00:15,36.0
2025-05-17 06:06:53,43.0
2025-05-17 06:16:51,41.0
2025-05-17 06:25:52,51.0
2025-05-17 06:43:48,61.0
2025-05-17 06:52:01,72.0
2025-05-17 07:00:05,61.0
2025-05-17 07:11:42,66.0
2025-05-17 07:13:54,72.0
2025-05-17 07:44:43,85.0
2025-05-17 07:48:37,101.0
2025-05-17 07:54:26,119.0
2025-05-17 08:06:33,140.0
2025-05-17 08:07:00,141.0
2025-05-17 08:11:49,168.0
2025-05-17 08:12:09,201.0
2025-05-17 08:12:14,238.0
2025-05-17 08:12:24,285.0
2025-05-17 08:12:39,225.0
2025-05-17 08:12:54,189.0
2025-05-17 08:14:09,160.0
2025-05-17 08:18:23,189.0
2025-05-17 08:19:23,282.0
2025-05-17 08:21:27,238.0
2025-05-17 08:22:37,292.0
2025-05-17 08:30:30,244.0
2025-05-17 08:30:35,296.0
2025-05-17 08:35:29,352.0
2025-05-17 08:36:29,437.0
2025-05-17 08:37:19,367.0
2025-05-17 08:38:49,433.0
2025-05-17 08:39:34,360.0
2025-05-17 08:44:18,459.0
2025-05-17 08:45:57,381.0
2025-05-17 08:46:32,497.0
2025-05-17 08:47:17,391.0
2025-05-17 08:48:32,462.0
2025-05-17 08:49:12,391.0
2025-05-17 08:50:31,332.0
2025-05-17 08:52:31,412.0
2025-05-17 08:53:36,496.0
2025-05-17 08:54:51,396.0
2025-05-17 08:58:30,336.0
2025-05-17 09:01:24,325.0
2025-05-17 09:08:30,266.0
2025-05-17 09:08:50,319.0
2025-05-17 09:12:14,376.0
2025-05-17 09:14:09,448.0
2025-05-17 09:14:34,509.0
2025-05-17 09:15:23,417.0
2025-05-17 09:17:33,497.0
2025-05-17 09:20:42,580.0
2025-05-17 09:24:46,505.0
2025-05-17 09:25:21,428.0
2025-05-17 09:35:19,363.0
2025-05-17 09:47:22,308.0
2025-05-17 09:49:11,454.0
2025-05-17 09:56:15,505.0
2025-05-17 10:03:40,511.0
2025-05-17 10:39:53,434.0
2025-05-17 10:51:04,453.0
2025-05-17 10:56:25,500.0
2025-05-17 11:45:56,504.0
2025-05-17 11:52:57,562.0
2025-05-17 12:11:03,632.0
2025-05-17 12:11:13,481.0
2025-05-17 12:27:30,408.0
2025-05-17 12:34:14,346.0
2025-05-17 12:35:13,495.0
2025-05-17 12:40:47,475.0
2025-05-17 13:35:38,535.0
2025-05-17 13:42:14,558.0
2025-05-17 14:18:37,474.0
2025-05-17 14:30:29,489.0
2025-05-17 14:42:24,533.0
2025-05-17 14:45:03,447.0
2025-05-17 14:48:12,533.0
2025-05-17 15:25:20,502.0
2025-05-17 16:20:11,499.0
2025-05-17 16:52:34,446.0
2025-05-17 17:15:02,453.0
2025-05-17 17:36:39,378.0
2025-05-17 18:09:52,350.0
2025-05-17 19:04:43,324.0
2025-05-17 19:07:59,321.0
2025-05-17 19:59:33,332.0
2025-05-17 20:07:14,166.0
2025-05-17 20:54:24,152.0
2025-05-17 21:49:15,154.0
2025-05-17 22:44:06,154.0
2025-05-17 23:38:57,154.0
2025-05-18 00:33:47,154.0
2025-05-18 00:41:37,27.0
2025-05-18 00:41:42,13.0
2025-05-18 01:28:37,14.0
2025-05-18 02:23:28,14.0
2025-05-18 03:18:19,14.0
2025-05-18 04:13:10,14.0
2025-05-18 05:08:01,14.0
2025-05-18 05:54:54,20.0
2025-05-18 06:02:52,20.0
2025-05-18 06:19:31,27.0
2025-05-18 06:25:40,34.0
2025-05-18 06:54:54,41.0
2025-05-18 06:57:43,46.0
2025-05-18 06:59:00,48.0
2025-05-18 07:10:28,57.0
