Time,State
2025-05-16 08:56:03,1
2025-05-16 10:27:01,0
2025-05-16 18:47:02,1
2025-05-16 18:50:22,0
2025-05-17 08:59:03,1
2025-05-17 09:12:29,0
2025-05-17 11:47:02,1
2025-05-17 12:55:03,0
2025-05-17 16:39:06,1
2025-05-17 16:39:11,1
2025-05-17 16:53:12,0
2025-05-17 17:16:05,1
2025-05-17 17:37:54,0
2025-05-17 17:50:02,1
2025-05-17 18:02:32,0
2025-05-17 18:03:02,1
2025-05-17 18:07:02,0
2025-05-18 08:59:02,1
2025-05-18 09:41:06,0
2025-05-18 15:32:05,1
2025-05-18 16:42:11,0
2025-05-19 09:10:03,1
2025-05-19 10:13:54,0
2025-05-19 14:32:02,1
2025-05-19 16:21:03,0
2025-05-20 09:25:16,1
2025-05-20 09:39:23,0
2025-05-20 09:54:12,1
2025-05-20 10:49:22,0
2025-05-20 12:56:02,1
2025-05-20 14:39:04,0
2025-05-21 12:25:02,1
2025-05-21 15:16:04,0
2025-05-21 15:18:03,1
2025-05-21 17:16:08,0
2025-05-21 17:45:02,1
2025-05-21 17:52:03,0
2025-05-22 08:22:02,1
2025-05-22 08:51:02,0
2025-05-22 10:10:02,1
2025-05-22 11:46:02,0
2025-05-22 11:46:51,1
2025-05-22 11:47:02,0
2025-05-22 11:47:44,1
2025-05-22 11:55:02,0
2025-05-22 14:53:59,1
2025-05-22 15:52:02,0
2025-05-22 18:30:02,1
2025-05-22 20:13:02,0
2025-05-23 09:11:01,1
2025-05-23 10:05:13,0
2025-05-23 11:57:43,1
2025-05-23 12:40:01,0
2025-05-23 13:46:02,1
2025-05-23 14:01:56,0
2025-05-23 16:47:17,1
2025-05-23 17:25:02,0
2025-05-23 17:25:27,1
2025-05-23 17:57:02,0
2025-05-23 18:21:03,1
2025-05-23 20:02:02,0
