Time,Illuminance(lux)
2025-05-25 00:13:01,31.0
2025-05-25 00:13:06,20.0
2025-05-25 00:38:34,21.0
2025-05-25 01:33:20,21.0
2025-05-25 02:28:07,21.0
2025-05-25 03:22:53,21.0
2025-05-25 04:17:40,21.0
2025-05-25 05:12:26,21.0
2025-05-25 05:48:03,27.0
2025-05-25 05:57:50,34.0
2025-05-25 06:07:12,36.0
2025-05-25 06:21:40,41.0
2025-05-25 06:22:30,48.0
2025-05-25 06:25:39,57.0
2025-05-25 06:31:03,68.0
2025-05-25 06:33:12,82.0
2025-05-25 06:41:20,101.0
2025-05-25 06:41:45,121.0
2025-05-25 06:47:03,119.0
2025-05-25 06:54:41,101.0
2025-05-25 06:59:54,85.0
2025-05-25 07:01:59,75.0
2025-05-25 07:02:26,72.0
2025-05-25 07:08:34,86.0
2025-05-25 07:08:54,102.0
2025-05-25 07:09:24,122.0
2025-05-25 07:11:28,146.0
2025-05-25 07:14:27,175.0
2025-05-25 07:20:40,207.0
2025-05-25 07:22:10,172.0
2025-05-25 07:23:50,145.0
2025-05-25 07:25:59,122.0
2025-05-25 07:42:04,144.0
2025-05-25 07:46:43,121.0
2025-05-25 07:48:08,101.0
2025-05-25 07:49:32,85.0
2025-05-25 07:54:31,72.0
2025-05-25 07:56:45,76.0
2025-05-25 07:58:02,85.0
2025-05-25 08:03:50,101.0
2025-05-25 08:28:23,119.0
2025-05-25 08:31:37,141.0
2025-05-25 08:34:02,167.0
2025-05-25 08:41:24,141.0
2025-05-25 08:48:07,119.0
2025-05-25 08:50:07,101.0
2025-05-25 08:51:32,95.0
2025-05-25 08:56:02,119.0
2025-05-25 09:01:51,100.0
2025-05-25 09:10:38,118.0
2025-05-25 09:15:02,100.0
2025-05-25 09:30:07,139.0
2025-05-25 09:46:18,130.0
2025-05-25 09:54:47,164.0
2025-05-25 10:15:37,194.0
2025-05-25 10:41:04,172.0
2025-05-25 11:13:27,229.0
2025-05-25 11:24:04,270.0
2025-05-25 11:35:26,228.0
2025-05-25 11:35:51,225.0
2025-05-25 11:45:30,269.0
2025-05-25 12:05:34,317.0
2025-05-25 12:20:45,269.0
2025-05-25 12:23:59,593.0
2025-05-25 12:30:37,623.0
2025-05-25 12:31:59,670.0
2025-05-25 12:33:08,795.0
2025-05-25 12:37:37,705.0
2025-05-25 13:00:01,404.0
2025-05-25 13:00:06,677.0
2025-05-25 13:10:08,285.0
2025-05-25 13:10:13,488.0
2025-05-25 13:10:23,687.0
2025-05-25 13:18:50,611.0
2025-05-25 13:23:54,687.0
2025-05-25 13:25:24,710.0
2025-05-25 14:20:10,630.0
2025-05-25 14:22:21,611.0
2025-05-25 15:14:57,623.0
2025-05-25 15:53:47,543.0
2025-05-25 16:09:43,543.0
2025-05-25 17:04:29,526.0
2025-05-25 17:59:15,484.0
2025-05-25 18:52:12,461.0
2025-05-25 18:54:02,462.0
