Datetime,RSSI1,RSSI2,RSSI3,RSSI4,RSSI5,RSSI6,RSSI7,RSSI8,RSSI9,RSSI10,Real_state
2025-05-15 08:51:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:51:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:52:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:52:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:52:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:52:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:52:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:52:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:53:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:53:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:53:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:53:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:53:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:53:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:54:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:54:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:54:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:54:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:54:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:54:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:55:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:55:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:55:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:55:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:55:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:55:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:56:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:56:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:56:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:56:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:56:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:56:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:57:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:57:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:57:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:57:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:57:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:57:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:58:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:58:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:58:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:58:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:58:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:58:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:59:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:59:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:59:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:59:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:59:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 08:59:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:00:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:00:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:00:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:00:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:00:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:00:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:01:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:01:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:01:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:01:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:01:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:01:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:02:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:02:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:02:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:02:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:02:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:02:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:03:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:03:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:03:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:03:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:03:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:03:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:04:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:04:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:04:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:04:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:04:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:04:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:05:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:05:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:05:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:05:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:05:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:05:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:06:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:06:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:06:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:06:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:06:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:06:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:07:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:07:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:07:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:07:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:07:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:07:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:08:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:08:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:08:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:08:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:08:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:08:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:09:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:09:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:09:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:09:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:09:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:09:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:10:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:10:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:10:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:10:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:10:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:10:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:11:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:11:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:11:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:11:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:11:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:11:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:12:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:12:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:12:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:12:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:12:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:12:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:13:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:13:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:13:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:13:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:13:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:13:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:14:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:14:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:14:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:14:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:14:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:14:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:15:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:15:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:15:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:15:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:15:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:15:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:16:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:16:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:16:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:16:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:16:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:16:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:17:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:17:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:17:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:17:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:17:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:17:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:18:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:18:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:18:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:18:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:18:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:18:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:19:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:19:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:19:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:19:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:19:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:19:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:20:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:20:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:20:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:20:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:20:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:20:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:21:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:21:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:21:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:21:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:21:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:21:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:22:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:22:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:22:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:22:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:22:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:22:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:23:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:23:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:23:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:23:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:23:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:23:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:24:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:24:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:24:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:24:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:24:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:24:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:25:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:25:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:25:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:25:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:25:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:25:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:26:00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:26:10,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:26:20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:26:30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:26:40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
2025-05-15 09:26:50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,outside
