time,RSSI1,RSSI2,RSSI3,RSSI4,RSSI5,RSSI6,RSSI7,RSSI8,RSSI9,RSSI10,state
202050,-100,-100,-100,-100,-83,-100,-64,-49,-100,-81,stay
100700,-100,-100,-100,-100,-85,-79,-100,-56,-60,-73,stay
100710,-100,-100,-94,-100,-85,-85,-100,-55,-61,-100,stay
100720,-100,-100,-94,-100,-75,-100,-100,-56,-60,-70,stay
100730,-100,-100,-100,-100,-100,-100,-100,-56,-60,-72,stay
100740,-100,-100,-100,-100,-84,-78,-100,-57,-59,-69,stay
100750,-100,-100,-96,-100,-86,-100,-100,-56,-60,-69,stay
100800,-100,-100,-91,-100,-86,-100,-100,-51,-59,-68,stay
100810,-100,-100,-96,-100,-86,-100,-76,-55,-62,-68,stay
100820,-100,-100,-94,-100,-100,-80,-100,-55,-69,-68,stay
100830,-100,-100,-100,-100,-87,-100,-100,-54,-67,-68,stay
100840,-100,-100,-95,-100,-92,-100,-100,-57,-59,-71,stay
100850,-100,-100,-95,-100,-100,-80,-100,-57,-63,-65,stay
202000,-100,-100,-100,-100,-100,-100,-72,-49,-59,-76,stay
202010,-100,-100,-100,-100,-100,-91,-65,-50,-100,-78,stay
202020,-100,-100,-100,-100,-80,-100,-66,-51,-100,-77,stay
202030,-100,-100,-100,-100,-100,-100,-100,-100,-58,-76,stay
202040,-100,-100,-100,-100,-100,-100,-100,-62,-100,-77,stay
202050,-100,-100,-100,-100,-83,-100,-64,-49,-100,-81,stay
202100,-100,-100,-100,-100,-82,-100,-65,-63,-59,-75,stay
202110,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,stay
202120,-100,-100,-100,-100,-83,-90,-64,-46,-100,-100,stay
202130,-100,-100,-100,-100,-84,-88,-100,-100,-58,-80,stay
202140,-100,-100,-100,-100,-100,-89,-100,-48,-100,-80,stay
202150,-100,-100,-100,-100,-100,-91,-68,-46,-100,-100,stay
202100,-100,-100,-100,-100,-82,-100,-65,-63,-59,-75,stay
202110,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,stay
202120,-100,-100,-100,-100,-83,-90,-64,-46,-100,-100,stay
202130,-100,-100,-100,-100,-84,-88,-100,-100,-58,-80,stay
202140,-100,-100,-100,-100,-100,-89,-100,-48,-100,-80,stay
202150,-100,-100,-100,-100,-100,-91,-68,-46,-100,-100,stay
202200,-100,-100,-100,-100,-100,-90,-100,-53,-59,-83,stay
202210,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,stay
202220,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,stay
202230,-100,-100,-100,-100,-84,-100,-66,-49,-100,-79,stay
202240,-100,-100,-100,-100,-100,-100,-100,-48,-100,-87,stay
202250,-100,-100,-100,-100,-83,-100,-64,-100,-100,-100,stay
202200,-100,-100,-100,-100,-100,-90,-100,-53,-59,-83,stay
202210,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,stay
202220,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,stay
202230,-100,-100,-100,-100,-84,-100,-66,-49,-100,-79,stay
202240,-100,-100,-100,-100,-100,-100,-100,-48,-100,-87,stay
202250,-100,-100,-100,-100,-83,-100,-64,-100,-100,-100,stay
202300,-100,-100,-100,-100,-83,-100,-100,-60,-100,-79,stay
202310,-100,-100,-100,-100,-100,-100,-65,-50,-61,-85,stay
202320,-100,-100,-100,-100,-100,-100,-100,-48,-100,-76,stay
202330,-100,-100,-100,-100,-79,-87,-63,-50,-58,-100,stay
202340,-100,-100,-100,-100,-81,-100,-100,-49,-100,-74,stay
202350,-100,-100,-100,-100,-100,-100,-65,-59,-100,-100,stay
202300,-100,-100,-100,-100,-83,-100,-100,-60,-100,-79,stay
202310,-100,-100,-100,-100,-100,-100,-65,-50,-61,-85,stay
202320,-100,-100,-100,-100,-100,-100,-100,-48,-100,-76,stay
202330,-100,-100,-100,-100,-79,-87,-63,-50,-58,-100,stay
202340,-100,-100,-100,-100,-81,-100,-100,-49,-100,-74,stay
202350,-100,-100,-100,-100,-100,-100,-65,-59,-100,-100,stay
202400,-100,-100,-100,-100,-100,-100,-64,-48,-100,-100,stay
202410,-100,-100,-100,-100,-100,-90,-100,-47,-56,-100,stay
202420,-100,-100,-100,-100,-83,-100,-63,-100,-100,-100,stay
202430,-100,-100,-100,-100,-81,-100,-100,-47,-58,-100,stay
202440,-100,-100,-100,-100,-82,-100,-63,-61,-100,-71,stay
202450,-100,-100,-100,-100,-82,-90,-65,-49,-100,-74,stay
202400,-100,-100,-100,-100,-100,-100,-64,-48,-100,-100,stay
202410,-100,-100,-100,-100,-100,-90,-100,-47,-56,-100,stay
202420,-100,-100,-100,-100,-83,-100,-63,-100,-100,-100,stay
202430,-100,-100,-100,-100,-81,-100,-100,-47,-58,-100,stay
202440,-100,-100,-100,-100,-82,-100,-63,-61,-100,-71,stay
202450,-100,-100,-100,-100,-82,-90,-65,-49,-100,-74,stay
202500,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,stay
202510,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,stay
202520,-100,-100,-100,-100,-100,-100,-65,-59,-100,-78,stay
202530,-100,-100,-100,-100,-100,-100,-100,-48,-100,-78,stay
202540,-100,-100,-100,-100,-79,-100,-100,-46,-59,-100,stay
202550,-100,-100,-100,-100,-100,-100,-100,-88,-100,-81,stay
202500,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,stay
202510,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,stay
202520,-100,-100,-100,-100,-100,-100,-65,-59,-100,-78,stay
202530,-100,-100,-100,-100,-100,-100,-100,-48,-100,-78,stay
202540,-100,-100,-100,-100,-79,-100,-100,-46,-59,-100,stay
202550,-100,-100,-100,-100,-100,-100,-100,-88,-100,-81,stay
202600,-100,-100,-100,-100,-100,-100,-65,-100,-60,-83,stay
202610,-100,-100,-100,-100,-100,-100,-100,-46,-100,-75,stay
202620,-100,-100,-100,-100,-81,-100,-69,-56,-100,-100,stay
202630,-100,-100,-100,-100,-82,-92,-60,-100,-59,-59,stay
202640,-100,-100,-100,-100,-84,-100,-67,-52,-100,-67,stay
202650,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,stay
202600,-100,-100,-100,-100,-100,-100,-65,-100,-60,-83,stay
202610,-100,-100,-100,-100,-100,-100,-100,-46,-100,-75,stay
202620,-100,-100,-100,-100,-81,-100,-69,-56,-100,-100,stay
202630,-100,-100,-100,-100,-82,-92,-60,-100,-59,-59,stay
202640,-100,-100,-100,-100,-84,-100,-67,-52,-100,-67,stay
202650,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,stay
202700,-100,-100,-100,-100,-85,-100,-78,-55,-100,-78,stay
202710,-100,-100,-100,-92,-81,-100,-100,-52,-100,-76,stay
202720,-100,-100,-100,-100,-83,-100,-64,-53,-100,-100,stay
202730,-100,-100,-100,-100,-77,-100,-65,-60,-100,-100,stay
202740,-100,-100,-100,-100,-100,-100,-62,-100,-100,-80,stay
202750,-100,-100,-100,-100,-100,-100,-65,-51,-60,-100,stay
202700,-100,-100,-100,-100,-85,-100,-78,-55,-100,-78,stay
202710,-100,-100,-100,-92,-81,-100,-100,-52,-100,-76,stay
202720,-100,-100,-100,-100,-83,-100,-64,-53,-100,-100,stay
202730,-100,-100,-100,-100,-77,-100,-65,-60,-100,-100,stay
202740,-100,-100,-100,-100,-100,-100,-62,-100,-100,-80,stay
202750,-100,-100,-100,-100,-100,-100,-65,-51,-60,-100,stay
202800,-100,-100,-100,-100,-100,-91,-66,-50,-100,-74,stay
202810,-100,-100,-100,-100,-86,-88,-100,-51,-100,-73,stay
202820,-100,-100,-100,-100,-80,-100,-65,-60,-60,-100,stay
202830,-100,-100,-100,-100,-83,-100,-100,-52,-100,-65,stay
202840,-100,-100,-100,-100,-100,-90,-100,-61,-100,-80,stay
202850,-100,-100,-100,-100,-100,-90,-65,-49,-100,-100,stay
202800,-100,-100,-100,-100,-100,-91,-66,-50,-100,-74,stay
202810,-100,-100,-100,-100,-86,-88,-100,-51,-100,-73,stay
202820,-100,-100,-100,-100,-80,-100,-65,-60,-60,-100,stay
202830,-100,-100,-100,-100,-83,-100,-100,-52,-100,-65,stay
202840,-100,-100,-100,-100,-100,-90,-100,-61,-100,-80,stay
202850,-100,-100,-100,-100,-100,-90,-65,-49,-100,-100,stay
202900,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,stay
202910,-100,-100,-100,-100,-80,-90,-100,-49,-100,-77,stay
202920,-100,-100,-100,-100,-82,-92,-100,-52,-100,-81,stay
202930,-100,-100,-100,-100,-100,-100,-65,-49,-59,-78,stay
202940,-100,-100,-100,-100,-100,-100,-63,-49,-60,-80,stay
202950,-100,-100,-100,-100,-100,-100,-66,-50,-57,-100,stay
202900,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,stay
202910,-100,-100,-100,-100,-80,-90,-100,-49,-100,-77,stay
202920,-100,-100,-100,-100,-82,-92,-100,-52,-100,-81,stay
202930,-100,-100,-100,-100,-100,-100,-65,-49,-59,-78,stay
202940,-100,-100,-100,-100,-100,-100,-63,-49,-60,-80,stay
202950,-100,-100,-100,-100,-100,-100,-66,-50,-57,-100,stay
203000,-100,-100,-100,-92,-100,-92,-66,-49,-100,-77,stay
203010,-100,-100,-100,-100,-82,-100,-100,-48,-100,-76,stay
203020,-100,-100,-100,-100,-100,-100,-100,-60,-100,-77,stay
203030,-100,-100,-100,-90,-100,-100,-100,-61,-58,-100,stay
203040,-100,-100,-100,-100,-100,-100,-65,-100,-60,-79,stay
203050,-100,-100,-100,-100,-100,-100,-100,-47,-100,-77,stay
94200,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,out
94210,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,out
94220,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,out
94230,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,out
94240,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,out
94250,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,out
94300,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,out
94310,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,out
94320,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,out
94330,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,out
94340,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,out
94350,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,out
101100,-100,-100,-100,-100,-75,-100,-74,-71,-100,-100,stay
101110,-100,-100,-100,-100,-100,-100,-100,-69,-100,-72,stay
101120,-100,-100,-100,-85,-73,-69,-100,-100,-64,-76,stay
101130,-100,-100,-100,-100,-100,-100,-72,-70,-100,-70,stay
101140,-100,-100,-100,-100,-100,-76,-72,-71,-61,-75,stay
101150,-100,-100,-100,-100,-100,-100,-100,-100,-69,-73,stay
101200,-100,-100,-100,-100,-100,-100,-100,-71,-59,-78,stay
101210,-100,-100,-100,-85,-100,-100,-75,-100,-64,-81,stay
101220,-100,-100,-100,-82,-74,-100,-100,-65,-62,-65,stay
101230,-100,-100,-93,-100,-100,-100,-100,-68,-65,-100,stay
101240,-100,-100,-100,-100,-74,-100,-72,-71,-100,-100,stay
101250,-100,-100,-100,-100,-76,-100,-69,-74,-59,-74,stay
180300,-100,-96,-90,-100,-100,-75,-69,-100,-60,-66,stay
180310,-100,-94,-90,-100,-75,-100,-69,-62,-57,-68,stay
180320,-100,-100,-90,-100,-100,-100,-71,-100,-100,-75,stay
180330,-100,-96,-100,-87,-73,-87,-75,-61,-100,-67,stay
180340,-100,-95,-92,-100,-76,-80,-100,-61,-60,-66,stay
180350,-100,-97,-100,-87,-100,-75,-75,-62,-59,-65,stay
180400,-100,-10,-100,-100,-71,-100,-74,-63,-63,-66,stay
180410,-100,-94,-88,-84,-73,-78,-74,-100,-100,-100,stay
180420,-100,-97,-100,-85,-100,-81,-75,-100,-59,-67,stay
180430,-100,-96,-100,-100,-100,-80,-71,-58,-100,-63,stay
180440,-100,-100,-79,-83,-70,-78,-100,-60,-59,-65,stay
180450,-100,-100,-87,-86,-71,-78,-74,-100,-60,-64,stay
180400,-100,-10,-100,-100,-71,-100,-74,-63,-63,-66,stay
180410,-100,-94,-88,-84,-73,-78,-74,-100,-100,-100,stay
180420,-100,-97,-100,-85,-100,-81,-75,-100,-59,-67,stay
180430,-100,-96,-100,-100,-100,-80,-71,-58,-100,-63,stay
180440,-100,-100,-79,-83,-70,-78,-100,-60,-59,-65,stay
180450,-100,-100,-87,-86,-71,-78,-74,-100,-60,-64,stay
180500,-100,-100,-100,-100,-72,-100,-73,-65,-62,-100,stay
180510,-100,-100,-89,-100,-100,-88,-69,-61,-59,-68,stay
180520,-100,-100,-100,-85,-80,-90,-100,-61,-58,-64,stay
180530,-100,-100,-91,-84,-100,-77,-68,-62,-100,-100,stay
180540,-100,-100,-100,-84,-72,-100,-70,-63,-56,-100,stay
180550,-100,-100,-91,-85,-100,-80,-71,-61,-60,-100,stay
180500,-100,-100,-100,-100,-72,-100,-73,-65,-62,-100,stay
180510,-100,-100,-89,-100,-100,-88,-69,-61,-59,-68,stay
180520,-100,-100,-100,-85,-80,-90,-100,-61,-58,-64,stay
180530,-100,-100,-91,-84,-100,-77,-68,-62,-100,-100,stay
180540,-100,-100,-100,-84,-72,-100,-70,-63,-56,-100,stay
180550,-100,-100,-91,-85,-100,-80,-71,-61,-60,-100,stay
180600,-100,-100,-88,-86,-74,-80,-74,-61,-60,-100,stay
180610,-100,-100,-100,-100,-100,-79,-100,-63,-63,-67,stay
180620,-100,-100,-89,-92,-100,-80,-74,-63,-100,-68,stay
180630,-100,-100,-100,-85,-73,-77,-73,-58,-100,-63,stay
180640,-100,-100,-89,-100,-100,-79,-74,-63,-100,-68,stay
180650,-100,-100,-90,-84,-100,-77,-71,-65,-62,-65,stay
180600,-100,-100,-88,-86,-74,-80,-74,-61,-60,-100,stay
180610,-100,-100,-100,-100,-100,-79,-100,-63,-63,-67,stay
180620,-100,-100,-89,-92,-100,-80,-74,-63,-100,-68,stay
180630,-100,-100,-100,-85,-73,-77,-73,-58,-100,-63,stay
180640,-100,-100,-89,-100,-100,-79,-74,-63,-100,-68,stay
180650,-100,-100,-90,-84,-100,-77,-71,-65,-62,-65,stay
180700,-100,-100,-100,-86,-100,-77,-76,-65,-100,-100,stay
180710,-100,-100,-100,-88,-100,-80,-100,-64,-100,-100,stay
180720,-100,-100,-100,-84,-73,-100,-70,-62,-100,-100,stay
180730,-100,-100,-100,-86,-100,-100,-74,-62,-61,-69,stay
180740,-100,-100,-90,-85,-100,-78,-74,-64,-61,-100,stay
180750,-100,-100,-100,-100,-100,-78,-100,-61,-100,-100,stay
180700,-100,-100,-100,-86,-100,-77,-76,-65,-100,-100,stay
180710,-100,-100,-100,-88,-100,-80,-100,-64,-100,-100,stay
180720,-100,-100,-100,-84,-73,-100,-70,-62,-100,-100,stay
180730,-100,-100,-100,-86,-100,-100,-74,-62,-61,-69,stay
180740,-100,-100,-90,-85,-100,-78,-74,-64,-61,-100,stay
180750,-100,-100,-100,-100,-100,-78,-100,-61,-100,-100,stay
180800,-100,-100,-89,-100,-100,-100,-71,-62,-58,-62,stay
182410,-100,-97,-91,-85,-100,-77,-72,-63,-57,-100,stay
182420,-100,-94,-100,-86,-100,-100,-100,-63,-59,-100,stay
182430,-100,-100,-89,-100,-72,-100,-100,-64,-61,-66,stay
182440,-100,-100,-90,-85,-79,-80,-100,-63,-60,-65,stay
182450,-100,-100,-89,-85,-100,-81,-100,-62,-61,-65,stay
180800,-100,-100,-89,-100,-100,-100,-71,-62,-58,-62,stay
182410,-100,-97,-91,-85,-100,-77,-72,-63,-57,-100,stay
182420,-100,-94,-100,-86,-100,-100,-100,-63,-59,-100,stay
182430,-100,-100,-89,-100,-72,-100,-100,-64,-61,-66,stay
182440,-100,-100,-90,-85,-79,-80,-100,-63,-60,-65,stay
182450,-100,-100,-89,-85,-100,-81,-100,-62,-61,-65,stay
182500,-100,-96,-100,-84,-100,-78,-74,-61,-61,-68,stay
182510,-100,-100,-89,-100,-72,-100,-78,-63,-59,-100,stay
182520,-100,-100,-100,-86,-71,-100,-100,-62,-60,-100,stay
182530,-100,-100,-91,-100,-100,-100,-100,-100,-66,-100,stay
182540,-100,-100,-94,-100,-100,-89,-75,-57,-56,-100,leave
182550,-100,-100,-100,-100,-100,-100,-69,-60,-70,-62,leave
182500,-100,-96,-100,-84,-100,-78,-74,-61,-61,-68,stay
182510,-100,-100,-89,-100,-72,-100,-78,-63,-59,-100,stay
182520,-100,-100,-100,-86,-71,-100,-100,-62,-60,-100,stay
182530,-100,-100,-91,-100,-100,-100,-100,-100,-66,-100,stay
182540,-100,-100,-94,-100,-100,-89,-75,-57,-56,-100,leave
182550,-100,-100,-100,-100,-100,-100,-69,-60,-70,-62,leave
182600,-100,-100,-100,-92,-78,-100,-76,-100,-87,-85,leave
182610,-100,-100,-100,-80,-80,-100,-78,-83,-100,-100,leave
182620,-100,-95,-86,-100,-72,-76,-84,-100,-88,-85,leave
182630,-100,-85,-100,-100,-84,-100,-100,-90,-93,-100,leave
182640,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,leave
182650,-100,-100,-100,-86,-100,-100,-100,-100,-94,-100,leave
182600,-100,-100,-100,-92,-78,-100,-76,-100,-87,-85,leave
182610,-100,-100,-100,-80,-80,-100,-78,-83,-100,-100,leave
182620,-100,-95,-86,-100,-72,-76,-84,-100,-88,-85,leave
182630,-100,-85,-100,-100,-84,-100,-100,-90,-93,-100,leave
182640,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,leave
182650,-100,-100,-100,-86,-100,-100,-100,-100,-94,-100,leave
182700,-100,-100,-70,-100,-84,-100,-100,-100,-100,-91,leave
182710,-100,-100,-71,-100,-84,-100,-100,-100,-83,-100,leave
182720,-100,-100,-71,-75,-100,-100,-100,-100,-94,-93,leave
182730,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,leave
182740,-100,-100,-100,-100,-86,-100,-100,-93,-100,-92,leave
182750,-100,-100,-100,-78,-100,-100,-100,-100,-100,-94,leave
182700,-100,-100,-70,-100,-84,-100,-100,-100,-100,-91,leave
182710,-100,-100,-71,-100,-84,-100,-100,-100,-83,-100,leave
182720,-100,-100,-71,-75,-100,-100,-100,-100,-94,-93,leave
182730,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,leave
182740,-100,-100,-100,-100,-86,-100,-100,-93,-100,-92,leave
182750,-100,-100,-100,-78,-100,-100,-100,-100,-100,-94,leave
182800,-100,-100,-100,-79,-100,-100,-100,-100,-93,-100,leave
182810,-100,-100,-78,-100,-84,-100,-100,-100,-100,-88,leave
182820,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,leave
182830,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,leave
182840,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,leave
182850,-100,-100,-100,-84,-100,-94,-100,-100,-93,-100,leave
182800,-100,-100,-100,-79,-100,-100,-100,-100,-93,-100,leave
182810,-100,-100,-78,-100,-84,-100,-100,-100,-100,-88,leave
182820,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,leave
182830,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,leave
182840,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,leave
182850,-100,-100,-100,-84,-100,-94,-100,-100,-93,-100,leave
182900,-100,-100,-100,-100,-83,-100,-100,-100,-100,-93,leave
182910,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,leave
182920,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,leave
182930,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,leave
182940,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,leave
182950,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,leave
101200,-100,-100,-100,-100,-100,-100,-100,-71,-59,-78,stay
101210,-100,-100,-100,-85,-100,-100,-75,-100,-64,-81,stay
101220,-100,-100,-100,-82,-74,-100,-100,-65,-62,-65,stay
101230,-100,-100,-93,-100,-100,-100,-100,-68,-65,-100,stay
101240,-100,-100,-100,-100,-74,-100,-72,-71,-100,-100,stay
101250,-100,-100,-100,-100,-76,-100,-69,-74,-59,-74,stay
101300,-100,-100,-94,-84,-100,-100,-100,-100,-61,-72,stay
101310,-100,-100,-100,-100,-100,-100,-76,-73,-61,-72,stay
101320,-100,-100,-100,-100,-100,-100,-74,-71,-65,-71,stay
101330,-100,-100,-94,-100,-73,-100,-100,-71,-63,-100,stay
101340,-100,-100,-100,-100,-100,-100,-71,-69,-60,-78,stay
101350,-100,-100,-100,-87,-100,-78,-100,-67,-63,-72,stay
182900,-100,-100,-100,-100,-83,-100,-100,-100,-100,-93,leave
182910,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,leave
182920,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,leave
182930,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,leave
182940,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,leave
182950,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,leave
183000,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,leave
183010,-100,-100,-97,-78,-100,-100,-100,-100,-92,-100,leave
183020,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,leave
183030,-100,-100,-100,-100,-100,-100,-100,-93,-100,-94,leave
183040,-100,-100,-100,-100,-100,-100,-100,-100,-94,-92,leave
183050,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,leave
183000,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,leave
183010,-100,-100,-97,-78,-100,-100,-100,-100,-92,-100,leave
183020,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,leave
183030,-100,-100,-100,-100,-100,-100,-100,-93,-100,-94,leave
183040,-100,-100,-100,-100,-100,-100,-100,-100,-94,-92,leave
183050,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,leave
183100,-100,-100,-79,-78,-100,-100,-100,-100,-94,-100,leave
183110,-100,-100,-79,-76,-100,-94,-100,-100,-100,-94,leave
183120,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,leave
183130,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,leave
183140,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,leave
183150,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,leave
183100,-100,-100,-79,-78,-100,-100,-100,-100,-94,-100,leave
183110,-100,-100,-79,-76,-100,-94,-100,-100,-100,-94,leave
183120,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,leave
183130,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,leave
183140,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,leave
183150,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,leave
183200,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,leave
183210,-100,-100,-100,-77,-100,-100,-100,-100,-100,-92,leave
183220,-100,-100,-100,-100,-82,-100,-100,-100,-100,-95,leave
183230,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,leave
183240,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,leave
183250,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,leave
183200,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,leave
183210,-100,-100,-100,-77,-100,-100,-100,-100,-100,-92,leave
183220,-100,-100,-100,-100,-82,-100,-100,-100,-100,-95,leave
183230,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,leave
183240,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,leave
183250,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,leave
183300,-100,-100,-81,-74,-100,-97,-100,-100,-100,-100,leave
183310,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,leave
183320,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,leave
183330,-100,-100,-100,-79,-100,-100,-100,-100,-100,-91,leave
183340,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,leave
183350,-100,-100,-100,-100,-100,-100,-100,-93,-93,-100,leave
183300,-100,-100,-81,-74,-100,-97,-100,-100,-100,-100,leave
183310,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,leave
183320,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,leave
183330,-100,-100,-100,-79,-100,-100,-100,-100,-100,-91,leave
183340,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,leave
183350,-100,-100,-100,-100,-100,-100,-100,-93,-93,-100,leave
183400,-100,-100,-100,-100,-100,-100,-100,-94,-94,-100,leave
183410,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,leave
183420,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,leave
183430,-100,-95,-100,-75,-100,-100,-100,-100,-100,-100,leave
183440,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,leave
183450,-100,-96,-100,-100,-100,-100,-100,-100,-100,-93,leave
183400,-100,-100,-100,-100,-100,-100,-100,-94,-94,-100,leave
183410,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,leave
183420,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,leave
183430,-100,-95,-100,-75,-100,-100,-100,-100,-100,-100,leave
183440,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,leave
183450,-100,-96,-100,-100,-100,-100,-100,-100,-100,-93,leave
183500,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,leave
183510,-100,-100,-70,-100,-100,-100,-100,-100,-94,-100,leave
183520,-100,-100,-100,-100,-85,-100,-100,-96,-100,-91,leave
183530,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,leave
183540,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,leave
183550,-100,-100,-80,-83,-100,-94,-100,-100,-100,-100,leave
183500,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,leave
183510,-100,-100,-70,-100,-100,-100,-100,-100,-94,-100,leave
183520,-100,-100,-100,-100,-85,-100,-100,-96,-100,-91,leave
183530,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,leave
183540,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,leave
183550,-100,-100,-80,-83,-100,-94,-100,-100,-100,-100,leave
183600,-100,-100,-100,-100,-86,-100,-100,-94,-94,-94,leave
183610,-100,-100,-70,-75,-86,-94,-100,-100,-90,-89,leave
183620,-100,-100,-78,-80,-100,-97,-100,-93,-92,-92,leave
183630,-100,-100,-100,-76,-94,-94,-100,-95,-94,-100,leave
183640,-100,-95,-100,-100,-85,-100,-100,-97,-100,-92,leave
183650,-100,-100,-100,-76,-84,-100,-100,-100,-91,-94,leave
183600,-100,-100,-100,-100,-86,-100,-100,-94,-94,-94,leave
183610,-100,-100,-70,-75,-86,-94,-100,-100,-90,-89,leave
183620,-100,-100,-78,-80,-100,-97,-100,-93,-92,-92,leave
183630,-100,-100,-100,-76,-94,-94,-100,-95,-94,-100,leave
183640,-100,-95,-100,-100,-85,-100,-100,-97,-100,-92,leave
183650,-100,-100,-100,-76,-84,-100,-100,-100,-91,-94,leave
183700,-100,-100,-100,-100,-83,-100,-100,-100,-100,-94,leave
183710,-100,-100,-80,-78,-100,-100,-100,-100,-86,-100,leave
183720,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,leave
183730,-100,-100,-100,-100,-86,-100,-100,-100,-94,-92,leave
183740,-100,-100,-100,-100,-88,-100,-100,-100,-100,-92,leave
183750,-100,-100,-82,-85,-100,-100,-100,-100,-92,-87,leave
183700,-100,-100,-100,-100,-83,-100,-100,-100,-100,-94,leave
183710,-100,-100,-80,-78,-100,-100,-100,-100,-86,-100,leave
