Time,Indoor_temperature
2025-05-15 00:14:53,26.02
2025-05-15 00:40:52,25.89
2025-05-15 00:48:05,25.69
2025-05-15 01:27:19,25.68
2025-05-15 01:47:36,25.51
2025-05-15 01:57:41,25.48
2025-05-15 02:40:06,25.22
2025-05-15 02:46:18,25.24
2025-05-15 03:09:57,25.4
2025-05-15 03:13:48,25.69
2025-05-15 03:23:12,26.22
2025-05-15 03:37:47,26.68
2025-05-15 03:38:58,26.74
2025-05-15 04:11:19,27.24
2025-05-15 04:34:27,27.37
2025-05-15 04:53:34,27.41
2025-05-15 05:30:16,27.44
2025-05-15 05:30:57,27.45
2025-05-15 05:43:52,27.44
2025-05-15 05:51:04,27.43
2025-05-15 06:24:36,27.45
2025-05-15 06:52:36,27.51
2025-05-15 07:16:54,27.52
2025-05-15 07:22:46,27.52
2025-05-15 07:30:09,27.5
2025-05-15 08:12:54,27.41
2025-05-15 08:21:57,27.48
2025-05-15 08:43:15,27.51
2025-05-15 08:55:19,27.54
2025-05-15 09:05:53,27.55
2025-05-15 09:21:59,27.71
2025-05-15 09:36:34,27.68
2025-05-15 09:40:26,27.67
2025-05-15 10:06:15,27.27
2025-05-15 10:16:08,27.16
2025-05-15 10:20:00,27.03
2025-05-15 10:44:58,26.65
2025-05-15 10:56:22,26.7
2025-05-15 11:02:46,26.82
2025-05-15 11:09:28,26.71
2025-05-15 11:14:20,26.7
2025-05-15 11:43:10,26.95
2025-05-15 12:05:28,26.9
2025-05-15 12:14:01,27.17
2025-05-15 12:17:43,27.26
2025-05-15 12:29:27,26.88
2025-05-15 12:46:34,26.37
2025-05-15 13:10:52,26.02
2025-05-15 13:33:10,25.89
2025-05-15 13:58:39,25.86
2025-05-15 14:01:40,25.88
2025-05-15 14:07:53,25.88
2025-05-15 14:58:51,25.95
2025-05-15 15:26:31,25.81
2025-05-15 15:57:32,25.85
2025-05-15 16:34:05,25.61
2025-05-15 16:43:59,25.55
2025-05-15 16:51:32,25.48
2025-05-15 16:58:25,25.45
2025-05-15 17:28:46,25.29
2025-05-15 17:43:31,25.4
2025-05-15 17:50:03,25.51
2025-05-15 17:50:14,25.48
2025-05-15 18:30:49,25.37
2025-05-15 18:34:20,25.44
