Time,State
2025-05-19 15:30:47,1
2025-05-19 15:31:05,0
2025-05-19 15:33:03,1
2025-05-19 16:59:05,0
2025-05-19 17:01:03,1
2025-05-19 17:02:04,0
2025-05-19 17:04:03,1
2025-05-19 17:38:04,0
2025-05-21 12:16:16,1
2025-05-21 12:17:04,0
2025-05-21 12:19:02,1
2025-05-21 12:48:04,0
2025-05-21 12:49:09,1
2025-05-21 12:50:04,0
2025-05-21 12:52:03,1
2025-05-21 13:00:05,0
2025-05-21 13:02:02,1
2025-05-21 13:21:05,0
2025-05-21 13:45:04,1
2025-05-21 14:21:05,0
2025-05-21 14:24:36,1
2025-05-21 15:13:05,0
2025-05-21 15:28:03,1
2025-05-21 16:04:05,0
2025-05-22 11:15:03,1
2025-05-22 11:37:04,0
2025-05-22 11:37:12,1
2025-05-22 11:38:04,0
2025-05-22 11:38:14,1
2025-05-22 11:39:04,0
2025-05-22 11:39:11,1
2025-05-22 11:40:04,0
2025-05-22 11:45:03,1
2025-05-22 12:22:12,0
2025-05-22 15:02:03,1
2025-05-22 15:55:04,0
