Time,Accumulated_Energy_Consumption(Wh)
2025/5/25 0:21,964318
2025/5/25 0:52,964318
2025/5/25 1:22,964318
2025/5/25 1:52,964318
2025/5/25 2:23,964318
2025/5/25 2:53,964318
2025/5/25 3:23,964318
2025/5/25 3:54,964318
2025/5/25 4:24,964318
2025/5/25 4:54,964318
2025/5/25 5:24,964318
2025/5/25 5:55,964318
2025/5/25 6:25,964318
2025/5/25 6:55,964318
2025/5/25 7:26,964318
2025/5/25 7:56,964318
2025/5/25 8:26,964318
2025/5/25 8:56,964318
2025/5/25 9:27,964318
2025/5/25 9:57,964318
2025/5/25 10:27,964318
2025/5/25 10:58,964318
2025/5/25 11:28,964318
2025/5/25 11:58,964318
2025/5/25 12:29,964346
2025/5/25 12:59,964422
2025/5/25 13:30,964481
2025/5/25 14:00,964554
2025/5/25 14:30,964611
2025/5/25 15:01,964677
2025/5/25 15:31,964741
2025/5/25 16:02,964757
2025/5/25 16:32,964768
2025/5/25 17:02,964779
2025/5/25 17:33,964797
2025/5/25 18:03,964859
2025/5/25 18:34,964935
2025/5/25 19:04,964946
2025/5/25 19:34,965012
2025/5/25 20:05,965066
2025/5/25 20:35,965120
2025/5/25 21:05,965186
2025/5/25 21:36,965240
2025/5/25 22:06,965293
2025/5/25 22:36,965357
2025/5/25 23:07,965433
2025/5/25 23:37,965444
2025/5/26 0:07,965475
2025/5/26 0:37,965539
2025/5/26 1:08,965589
2025/5/26 1:38,965642
2025/5/26 2:08,965653
2025/5/26 2:39,965664
2025/5/26 3:09,965716
2025/5/26 3:39,965765
2025/5/26 4:10,965814
2025/5/26 4:40,965875
2025/5/26 5:10,965933
2025/5/26 5:40,965992
2025/5/26 6:11,966040
2025/5/26 6:41,966088
2025/5/26 7:11,966149
2025/5/26 7:42,966199
2025/5/26 8:12,966250
2025/5/26 8:42,966317
2025/5/26 9:12,966344
2025/5/26 9:43,966355
2025/5/26 10:13,966366
2025/5/26 10:44,966428
2025/5/26 11:14,966492
2025/5/26 11:44,966571
2025/5/26 12:15,966634
2025/5/26 12:45,966698
2025/5/26 13:15,966778
2025/5/26 13:46,966843
2025/5/26 14:16,966908
2025/5/26 14:46,967001
2025/5/26 15:17,967066
2025/5/26 15:47,967146
2025/5/26 16:17,967210
2025/5/26 16:48,967273
2025/5/26 17:18,967351
2025/5/26 17:48,967413
2025/5/26 18:18,967474
2025/5/26 18:49,967561
2025/5/26 19:19,967619
2025/5/26 19:49,967691
2025/5/26 20:20,967747
2025/5/26 20:50,967793
2025/5/26 21:20,967827
2025/5/26 21:30,967929
2025/5/26 21:40,968033
2025/5/26 21:50,968135
2025/5/26 22:11,968293
2025/5/26 22:31,968398
2025/5/26 23:01,968518
2025/5/26 23:21,968627
2025/5/26 23:52,968711
2025/5/27 0:22,968711
2025/5/27 0:53,968711
2025/5/27 1:23,968711
2025/5/27 1:53,968711
2025/5/27 2:24,968711
2025/5/27 2:54,968711
2025/5/27 3:24,968711
2025/5/27 3:55,968711
2025/5/27 4:25,968711
2025/5/27 4:55,968711
2025/5/27 5:26,968711
2025/5/27 5:56,968711
2025/5/27 6:26,968711
2025/5/27 6:56,968711
2025/5/27 7:27,968711
2025/5/27 7:57,968711
2025/5/27 8:27,968765
2025/5/27 8:58,968849
2025/5/27 9:28,968927
2025/5/27 9:58,968988
2025/5/27 10:28,969048
2025/5/27 10:59,969119
2025/5/27 11:29,969176
2025/5/27 11:59,969234
2025/5/27 12:30,969316
2025/5/27 13:00,969327
2025/5/27 13:30,969362
2025/5/27 14:01,969420
2025/5/27 14:31,969491
2025/5/27 15:01,969547
2025/5/27 15:31,969603
2025/5/27 16:02,969674
2025/5/27 16:32,969731
2025/5/27 17:02,969792
2025/5/27 17:33,969881
2025/5/27 18:03,969936
2025/5/27 18:33,969991
2025/5/27 19:03,970059
2025/5/27 19:34,970113
2025/5/27 20:04,970167
2025/5/27 20:35,970233
2025/5/27 21:05,970285
2025/5/27 21:35,970356
2025/5/27 22:06,970367
2025/5/27 22:36,970378
2025/5/27 23:07,970396
2025/5/27 23:37,970445
2025/5/28 0:07,970493
2025/5/28 0:38,970554
2025/5/28 1:08,970602
2025/5/28 1:38,970650
2025/5/28 2:08,970710
2025/5/28 2:39,970758
2025/5/28 3:09,970823
2025/5/28 3:39,970875
2025/5/28 4:10,970921
2025/5/28 4:40,970979
2025/5/28 5:10,971027
2025/5/28 5:41,971074
2025/5/28 6:11,971133
2025/5/28 6:41,971180
2025/5/28 7:11,971261
2025/5/28 7:42,971292
2025/5/28 8:12,971303
2025/5/28 8:42,971314
2025/5/28 9:13,971325
2025/5/28 9:43,971336
2025/5/28 10:13,971347
2025/5/28 10:43,971358
2025/5/28 11:14,971369
2025/5/28 11:44,971380
2025/5/28 12:14,971391
2025/5/28 12:45,971402
2025/5/28 13:15,971413
2025/5/28 13:45,971424
2025/5/28 14:16,971435
2025/5/28 14:46,971446
2025/5/28 15:16,971457
2025/5/28 15:46,971482
2025/5/28 16:17,971507
2025/5/28 16:47,971518
2025/5/28 17:17,971529
2025/5/28 17:48,971540
2025/5/28 18:18,971551
2025/5/28 18:48,971576
2025/5/28 19:18,971632
2025/5/28 19:49,971643
2025/5/28 20:19,971654
2025/5/28 20:49,971665
2025/5/28 21:20,971676
2025/5/28 21:50,971687
2025/5/28 22:20,971698
2025/5/28 22:50,971709
2025/5/28 23:21,971720
2025/5/28 23:51,971731
2025/5/29 0:21,971742
2025/5/29 0:52,971753
2025/5/29 1:22,971764
2025/5/29 1:52,971775
2025/5/29 2:22,971786
2025/5/29 2:53,971797
2025/5/29 3:23,971802
2025/5/29 3:53,971802
2025/5/29 4:24,971802
2025/5/29 4:54,971802
2025/5/29 5:24,971802
2025/5/29 5:55,971802
2025/5/29 6:25,971802
2025/5/29 6:55,971802
2025/5/29 7:25,971802
2025/5/29 7:56,971802
2025/5/29 8:26,971802
2025/5/29 8:56,971802
2025/5/29 9:27,971810
2025/5/29 9:57,971821
2025/5/29 10:27,971832
2025/5/29 10:57,971875
2025/5/29 11:28,971886
2025/5/29 11:58,971897
2025/5/29 12:28,971908
2025/5/29 12:59,971919
2025/5/29 13:29,971930
2025/5/29 13:59,971959
2025/5/29 14:29,972028
2025/5/29 15:00,972097
2025/5/29 15:30,972167
2025/5/29 16:00,972230
2025/5/29 16:31,972305
2025/5/29 17:01,972370
2025/5/29 17:31,972432
2025/5/29 18:01,972519
2025/5/29 18:32,972578
2025/5/29 19:02,972642
2025/5/29 19:32,972717
2025/5/29 20:03,972793
2025/5/29 20:33,972850
2025/5/29 21:03,972919
2025/5/29 21:34,972974
2025/5/29 22:04,973054
2025/5/29 22:34,973108
2025/5/29 23:04,973162
2025/5/29 23:35,973188
2025/5/30 0:05,973188
2025/5/30 0:35,973188
2025/5/30 1:06,973188
2025/5/30 1:36,973188
2025/5/30 2:06,973188
2025/5/30 2:36,973188
2025/5/30 3:07,973188
2025/5/30 3:37,973188
2025/5/30 4:07,973188
2025/5/30 4:38,973188
2025/5/30 5:08,973188
2025/5/30 5:38,973188
2025/5/30 6:08,973188
2025/5/30 6:39,973188
2025/5/30 7:09,973188
2025/5/30 7:39,973188
2025/5/30 8:10,973188
2025/5/30 8:40,973188
2025/5/30 9:00,973365
2025/5/30 9:30,973480
2025/5/30 10:01,973553
2025/5/30 10:31,973613
2025/5/30 11:01,973688
2025/5/30 11:32,973752
2025/5/30 12:02,973814
2025/5/30 12:32,973894
2025/5/30 13:02,973958
2025/5/30 13:33,974049
2025/5/30 14:03,974115
2025/5/30 14:33,974202
2025/5/30 15:04,974282
2025/5/30 15:34,974344
2025/5/30 16:04,974414
2025/5/30 16:35,974500
2025/5/30 17:05,974574
2025/5/30 17:35,974683
2025/5/30 18:05,974772
2025/5/30 18:36,974884
2025/5/30 19:06,974969
2025/5/30 19:26,975125
2025/5/30 19:46,975281
2025/5/30 20:17,975393
2025/5/30 20:47,975481
2025/5/30 21:07,975637
2025/5/30 21:17,975742
2025/5/30 21:27,975846
2025/5/30 21:48,975998
2025/5/30 22:08,976099
2025/5/30 22:28,976219
2025/5/30 22:38,976344
2025/5/30 23:08,976435
2025/5/30 23:39,976435
