Time,Accumulated_Energy_Consumption(Wh)
2025/5/25 0:56,3115296
2025/5/25 12:22,3115307
2025/5/25 13:22,3116114
2025/5/25 14:21,3116923
2025/5/25 15:21,3117725
2025/5/25 16:21,3118423
2025/5/25 17:21,3119217
2025/5/25 18:21,3119929
2025/5/25 19:21,3120704
2025/5/25 20:21,3121419
2025/5/25 21:21,3122072
2025/5/25 22:20,3122244
2025/5/25 23:20,3123024
2025/5/26 0:20,3123475
2025/5/26 1:20,3123921
2025/5/26 2:20,3124689
2025/5/26 3:20,3124899
2025/5/26 4:20,3124923
2025/5/26 5:20,3124947
2025/5/26 6:20,3124971
2025/5/26 7:20,3124996
2025/5/26 8:20,3125021
2025/5/26 10:23,3126498
2025/5/26 11:23,3127307
2025/5/26 13:22,3128528
2025/5/26 14:22,3128918
2025/5/26 15:22,3129385
2025/5/26 16:22,3129769
2025/5/26 17:22,3130619
2025/5/26 18:22,3131444
2025/5/26 19:22,3132208
2025/5/26 20:22,3132949
2025/5/26 21:21,3133225
2025/5/27 8:10,3133236
2025/5/27 9:10,3133986
2025/5/27 10:10,3134792
2025/5/27 11:10,3135586
2025/5/27 12:10,3136325
2025/5/27 13:09,3137122
2025/5/27 14:09,3137869
2025/5/27 15:09,3138593
2025/5/27 16:09,3139394
2025/5/27 17:09,3140029
2025/5/27 18:09,3140815
2025/5/27 19:09,3141511
2025/5/27 20:09,3142279
2025/5/27 21:08,3142698
2025/5/27 22:08,3143473
2025/5/27 23:08,3144111
2025/5/28 0:08,3144134
2025/5/28 1:08,3144158
2025/5/28 2:08,3144182
2025/5/28 3:08,3144206
2025/5/28 4:08,3144230
2025/5/28 5:08,3144253
2025/5/28 6:08,3144277
2025/5/28 7:08,3144301
2025/5/28 8:07,3144325
2025/5/28 9:07,3144349
2025/5/28 10:07,3145036
2025/5/28 11:07,3145796
2025/5/28 12:07,3146083
2025/5/28 13:07,3146773
2025/5/28 14:07,3147548
2025/5/28 15:07,3147999
2025/5/28 16:07,3148579
2025/5/28 17:07,3149345
2025/5/28 18:07,3149785
2025/5/28 19:07,3150503
2025/5/28 20:06,3151249
2025/5/28 21:06,3151655
2025/5/28 22:06,3152422
2025/5/28 23:06,3152561
2025/5/29 0:06,3152585
2025/5/29 1:06,3152609
2025/5/29 2:06,3152633
2025/5/29 10:34,3152668
2025/5/29 11:33,3153462
2025/5/29 12:33,3154199
2025/5/29 13:33,3154305
2025/5/29 14:33,3154974
2025/5/29 15:33,3155156
2025/5/29 16:33,3155986
2025/5/29 17:33,3156816
2025/5/29 18:33,3157571
2025/5/29 19:32,3158369
2025/5/29 20:32,3159099
2025/5/29 21:32,3159838
2025/5/29 22:32,3160636
2025/5/29 23:32,3161135
2025/5/30 8:41,3161146
2025/5/30 9:41,3161939
2025/5/30 10:41,3162741
2025/5/30 11:41,3163556
2025/5/30 12:41,3164377
2025/5/30 13:41,3164621
2025/5/30 14:41,3165175
2025/5/30 15:40,3166014
2025/5/30 16:40,3166846
2025/5/30 17:40,3167610
2025/5/30 18:40,3168429
2025/5/30 19:40,3169196
2025/5/30 20:40,3169944
2025/5/30 21:40,3170066
