Time,Energy_Consumption(Wh)
2025-05-15 00:15:13,5605460.0
2025-05-15 01:15:07,5605589.0
2025-05-15 02:15:02,5605694.0
2025-05-15 03:14:56,5605795.0
2025-05-15 12:22:00,5605806.0
2025-05-15 13:21:54,5605985.0
2025-05-15 15:36:59,5606236.0
2025-05-15 16:36:54,5606363.0
2025-05-15 17:36:49,5606477.0
2025-05-15 18:36:44,5606578.0
2025-05-15 19:36:39,5606685.0
2025-05-15 20:36:37,5606805.0
2025-05-15 21:36:31,5606858.0
2025-05-15 22:36:26,5606876.0
2025-05-16 11:28:30,5606887.0
2025-05-16 12:28:24,5606908.0
2025-05-16 13:28:18,5606929.0
2025-05-16 14:28:12,5607107.0
2025-05-16 15:28:07,5607288.0
2025-05-16 16:28:02,5607453.0
2025-05-16 17:27:57,5607584.0
2025-05-16 18:27:52,5607735.0
2025-05-16 19:27:47,5607850.0
2025-05-16 20:27:41,5607931.0
2025-05-17 09:03:28,5607942.0
2025-05-17 10:03:22,5608136.0
2025-05-17 11:50:40,5608298.0
2025-05-17 12:50:34,5608409.0
2025-05-17 13:50:29,5608552.0
2025-05-17 14:50:24,5608716.0
2025-05-17 15:50:18,5609062.0
2025-05-17 17:55:47,5609495.0
2025-05-17 18:55:21,5609910.0
2025-05-17 19:55:16,5610212.0
2025-05-17 20:55:09,5610242.0
2025-05-17 21:55:03,5610521.0
2025-05-17 22:55:05,5611096.0
2025-05-17 23:55:10,5611871.0
2025-05-18 00:55:07,5612446.0
2025-05-18 09:01:17,5612457.0
2025-05-18 10:01:11,5612956.0
2025-05-18 11:01:04,5613513.0
2025-05-18 12:00:59,5613581.0
2025-05-18 13:00:53,5613601.0
2025-05-18 14:00:47,5613624.0
2025-05-18 15:00:41,5613826.0
2025-05-18 16:00:35,5614179.0
2025-05-18 17:00:28,5614530.0
2025-05-18 18:00:20,5614873.0
2025-05-18 19:00:14,5615130.0
2025-05-18 20:00:08,5615381.0
2025-05-18 21:00:02,5615525.0
2025-05-18 21:59:56,5615704.0
2025-05-18 22:59:49,5615794.0
2025-05-18 23:59:43,5616359.0
2025-05-19 00:59:37,5616689.0
2025-05-19 07:15:13,5616700.0
2025-05-19 08:15:07,5617283.0
2025-05-19 09:15:02,5617520.0
2025-05-19 10:14:55,5617704.0
2025-05-19 11:14:49,5618200.0
2025-05-19 12:14:43,5618220.0
2025-05-19 13:14:35,5618241.0
2025-05-19 14:14:28,5618330.0
2025-05-19 15:14:22,5618746.0
2025-05-19 16:14:15,5619309.0
2025-05-19 17:14:13,5619915.0
2025-05-19 18:14:05,5620526.0
2025-05-19 19:13:58,5621134.0
2025-05-19 20:13:52,5621730.0
2025-05-19 21:13:49,5622294.0
2025-05-19 22:13:48,5622803.0
2025-05-19 23:13:42,5623245.0
2025-05-20 00:13:36,5623365.0
2025-05-20 07:17:19,5623376.0
2025-05-20 08:17:21,5624084.0
2025-05-20 09:17:14,5624362.0
2025-05-20 10:17:28,5624586.0
2025-05-20 11:17:03,5625083.0
2025-05-20 12:16:56,5625103.0
2025-05-20 13:16:49,5625123.0
2025-05-20 14:16:41,5625247.0
2025-05-20 15:16:41,5625722.0
2025-05-20 16:16:34,5626237.0
2025-05-20 17:16:28,5626681.0
2025-05-20 18:16:21,5627081.0
2025-05-20 19:16:32,5627469.0
2025-05-20 20:16:30,5627826.0
2025-05-20 21:16:24,5628151.0
2025-05-20 22:16:17,5628340.0
2025-05-20 23:16:11,5628506.0
2025-05-21 00:16:06,5628628.0
2025-05-21 01:16:01,5628755.0
2025-05-21 02:15:57,5628893.0
2025-05-21 03:15:52,5628939.0
2025-05-21 12:20:54,5628950.0
2025-05-21 13:20:47,5629198.0
2025-05-21 14:20:40,5629611.0
2025-05-21 15:20:57,5630519.0
2025-05-21 16:20:51,5631429.0
2025-05-21 17:20:45,5632322.0
2025-05-21 18:20:43,5633213.0
2025-05-21 19:20:36,5633695.0
2025-05-21 22:12:02,5633706.0
2025-05-21 23:11:58,5633977.0
2025-05-22 08:24:01,5633988.0
2025-05-22 09:25:00,5634307.0
2025-05-22 10:25:54,5635113.0
2025-05-22 11:25:47,5635876.0
2025-05-22 12:25:40,5636257.0
2025-05-22 13:25:33,5636440.0
2025-05-22 14:25:25,5636693.0
2025-05-22 15:25:32,5637470.0
2025-05-22 16:26:41,5638312.0
2025-05-22 17:27:11,5639123.0
2025-05-22 18:27:04,5639903.0
2025-05-22 19:26:56,5640686.0
2025-05-22 20:26:49,5641400.0
2025-05-22 21:27:42,5641839.0
2025-05-22 22:28:54,5642203.0
2025-05-22 23:29:05,5642279.0
2025-05-23 09:35:39,5642290.0
2025-05-23 10:35:34,5642412.0
2025-05-23 11:35:29,5642433.0
2025-05-23 14:03:53,5642444.0
2025-05-23 15:03:48,5642517.0
2025-05-23 16:03:44,5642537.0
2025-05-23 17:03:38,5642557.0
2025-05-23 18:03:33,5642578.0
2025-05-23 19:03:27,5642594.0
2025-05-23 20:03:22,5642710.0
2025-05-23 21:03:17,5642762.0
2025-05-23 22:03:12,5643204.0
2025-05-24 14:01:08,5643215.0
2025-05-24 15:01:02,5643482.0
2025-05-24 16:00:56,5643660.0
2025-05-24 17:00:50,5643786.0
2025-05-24 18:00:44,5643922.0
2025-05-24 19:00:39,5644066.0
2025-05-24 20:00:34,5644185.0
2025-05-24 21:00:29,5644311.0
2025-05-24 22:00:24,5644437.0
2025-05-24 23:00:18,5644570.0
