Time,Illuminance(lux)
2025-05-25 00:12:58,0.0
2025-05-25 00:30:05,0.0
2025-05-25 01:24:43,0.0
2025-05-25 02:19:21,0.0
2025-05-25 03:13:58,0.0
2025-05-25 04:08:36,0.0
2025-05-25 05:03:14,0.0
2025-05-25 05:26:45,24.0
2025-05-25 05:26:50,10.0
2025-05-25 05:50:50,17.0
2025-05-25 05:55:33,24.0
2025-05-25 05:57:52,26.0
2025-05-25 06:00:28,31.0
2025-05-25 06:09:09,24.0
2025-05-25 06:24:02,31.0
2025-05-25 06:26:56,38.0
2025-05-25 06:28:15,45.0
2025-05-25 06:30:39,54.0
2025-05-25 06:32:38,64.0
2025-05-25 06:35:02,76.0
2025-05-25 06:36:22,91.0
2025-05-25 06:49:01,108.0
2025-05-25 06:50:11,129.0
2025-05-25 06:52:30,116.0
2025-05-25 06:53:26,109.0
2025-05-25 06:57:25,129.0
2025-05-25 07:01:13,109.0
2025-05-25 07:02:02,92.0
2025-05-25 07:03:32,78.0
2025-05-25 07:11:04,92.0
2025-05-25 07:11:53,109.0
2025-05-25 07:13:08,129.0
2025-05-25 07:16:21,152.0
2025-05-25 07:17:11,180.0
2025-05-25 07:21:04,217.0
2025-05-25 07:21:54,184.0
2025-05-25 07:22:48,150.0
2025-05-25 07:24:52,127.0
2025-05-25 07:32:34,107.0
2025-05-25 07:35:18,90.0
2025-05-25 07:43:09,107.0
2025-05-25 07:44:34,127.0
2025-05-25 07:45:13,151.0
2025-05-25 07:47:08,147.0
2025-05-25 07:47:39,127.0
2025-05-25 07:48:19,107.0
2025-05-25 07:48:54,89.0
2025-05-25 07:49:43,75.0
2025-05-25 07:51:08,63.0
2025-05-25 08:03:57,75.0
2025-05-25 08:08:50,89.0
2025-05-25 08:15:37,75.0
2025-05-25 08:27:42,89.0
2025-05-25 08:31:20,105.0
2025-05-25 08:33:29,124.0
2025-05-25 08:41:45,107.0
2025-05-25 08:41:52,105.0
2025-05-25 08:48:44,89.0
2025-05-25 08:58:25,105.0
2025-05-25 09:01:39,89.0
2025-05-25 09:03:08,75.0
2025-05-25 09:09:35,89.0
2025-05-25 09:29:51,105.0
2025-05-25 09:36:23,120.0
2025-05-25 09:55:07,124.0
2025-05-25 10:12:44,147.0
2025-05-25 10:31:01,157.0
2025-05-25 11:10:36,174.0
2025-05-25 11:16:43,205.0
2025-05-25 11:25:39,217.0
2025-05-25 11:28:15,242.0
2025-05-25 11:34:52,205.0
2025-05-25 11:39:20,174.0
2025-05-25 11:46:07,205.0
2025-05-25 11:51:40,242.0
2025-05-25 11:55:13,287.0
2025-05-25 12:04:10,289.0
2025-05-25 12:20:17,251.0
2025-05-25 12:20:44,184.0
2025-05-25 12:20:49,240.0
2025-05-25 12:31:59,287.0
2025-05-25 12:33:09,451.0
2025-05-25 12:50:36,383.0
2025-05-25 13:14:56,399.0
2025-05-25 13:19:35,325.0
2025-05-25 13:25:08,383.0
2025-05-25 14:09:34,357.0
2025-05-25 14:21:40,325.0
2025-05-25 14:27:53,265.0
2025-05-25 14:44:15,312.0
2025-05-25 14:52:56,368.0
2025-05-25 15:04:12,314.0
2025-05-25 15:04:19,312.0
2025-05-25 15:37:59,264.0
2025-05-25 15:57:05,224.0
2025-05-25 16:53:27,200.0
2025-05-25 17:34:11,190.0
2025-05-25 17:48:05,177.0
2025-05-25 18:39:49,161.0
2025-05-25 18:42:43,158.0
2025-05-25 19:37:21,148.0
2025-05-25 20:31:59,148.0
2025-05-25 21:26:37,148.0
2025-05-25 22:21:15,148.0
2025-05-25 22:22:16,0.0
2025-05-25 23:15:53,0.0
2025-05-26 00:10:31,0.0
2025-05-26 01:05:09,0.0
2025-05-26 01:59:47,0.0
2025-05-26 02:54:25,0.0
2025-05-26 03:49:03,0.0
2025-05-26 04:43:41,0.0
2025-05-26 05:24:40,23.0
2025-05-26 05:24:45,10.0
2025-05-26 05:38:19,15.0
2025-05-26 05:41:59,17.0
2025-05-26 05:47:42,24.0
2025-05-26 05:54:44,31.0
2025-05-26 05:59:27,38.0
2025-05-26 06:03:30,45.0
2025-05-26 06:05:44,54.0
2025-05-26 06:10:47,64.0
2025-05-26 06:15:40,76.0
2025-05-26 06:23:26,90.0
2025-05-26 06:29:58,107.0
2025-05-26 06:32:57,115.0
2025-05-26 06:39:46,127.0
2025-05-26 06:45:53,150.0
2025-05-26 06:53:35,177.0
2025-05-26 06:59:27,209.0
2025-05-26 07:08:48,247.0
2025-05-26 07:12:22,291.0
2025-05-26 07:19:48,343.0
2025-05-26 07:27:35,384.0
2025-05-26 07:32:05,404.0
2025-05-26 07:48:18,477.0
2025-05-26 07:55:35,540.0
2025-05-26 07:59:33,611.0
2025-05-26 08:02:52,695.0
2025-05-26 08:04:11,799.0
2025-05-26 08:04:56,955.0
2025-05-26 08:05:21,1146.0
2025-05-26 08:05:35,1303.0
2025-05-26 08:05:55,1476.0
2025-05-26 08:06:05,1679.0
2025-05-26 08:06:25,1978.0
2025-05-26 08:06:50,2342.0
2025-05-26 08:07:05,2692.0
2025-05-26 08:08:09,2378.0
2025-05-26 08:08:19,2112.0
2025-05-26 08:08:34,1802.0
2025-05-26 08:08:44,1588.0
2025-05-26 08:08:54,1344.0
2025-05-26 08:09:04,1186.0
2025-05-26 08:09:19,1036.0
2025-05-26 08:09:49,918.0
2025-05-26 08:17:00,812.0
2025-05-26 08:21:53,681.0
2025-05-26 08:21:58,945.0
2025-05-26 08:22:13,985.0
2025-05-26 09:16:51,847.0
2025-05-26 09:49:24,746.0
2025-05-26 10:10:30,663.0
2025-05-26 10:11:30,653.0
2025-05-26 10:17:24,567.0
2025-05-26 10:17:44,475.0
2025-05-26 10:17:59,399.0
2025-05-26 10:18:09,493.0
2025-05-26 10:18:19,586.0
2025-05-26 10:18:58,483.0
2025-05-26 10:19:03,594.0
2025-05-26 10:19:33,522.0
2025-05-26 10:20:33,420.0
2025-05-26 10:22:47,247.0
2025-05-26 10:22:57,399.0
2025-05-26 10:52:04,308.0
2025-05-26 10:52:09,258.0
2025-05-26 10:52:14,343.0
2025-05-26 11:06:08,381.0
2025-05-26 11:21:33,262.0
2025-05-26 11:21:38,342.0
2025-05-26 11:32:18,253.0
2025-05-26 11:32:23,326.0
2025-05-26 11:37:36,248.0
2025-05-26 12:55:24,187.0
2025-05-26 13:12:58,157.0
2025-05-26 13:13:03,194.0
2025-05-26 13:50:02,183.0
2025-05-26 14:44:41,171.0
2025-05-26 15:10:51,163.0
2025-05-26 15:39:19,165.0
2025-05-26 16:20:33,134.0
2025-05-26 16:20:38,183.0
2025-05-26 16:33:58,188.0
