Time,Indoor_temperature
2025-05-25 00:12:06,26.33
2025-05-25 00:24:33,26.68
2025-05-25 00:33:47,26.87
2025-05-25 00:36:39,26.89
2025-05-25 01:23:12,27.17
2025-05-25 01:35:08,27.18
2025-05-25 01:54:38,27.23
2025-05-25 02:19:10,27.21
2025-05-25 02:27:55,27.23
2025-05-25 02:31:37,27.23
2025-05-25 02:54:49,27.24
2025-05-25 03:24:03,27.23
2025-05-25 03:28:36,27.24
2025-05-25 04:15:08,27.18
2025-05-25 05:15:27,27.09
2025-05-25 05:27:04,27.03
2025-05-25 05:51:36,27.02
2025-05-25 06:10:45,26.96
2025-05-25 06:32:46,26.92
2025-05-25 06:57:38,26.96
2025-05-25 07:07:24,26.95
2025-05-25 07:17:19,27.0
2025-05-25 07:58:49,26.96
2025-05-25 08:02:42,26.97
2025-05-25 08:21:31,26.93
2025-05-25 08:51:25,26.99
2025-05-25 08:55:28,27.0
2025-05-25 09:49:55,27.03
2025-05-25 10:10:55,27.04
2025-05-25 10:43:11,27.1
2025-05-25 10:56:59,27.12
2025-05-25 11:09:35,27.16
2025-05-25 11:33:17,27.29
2025-05-25 11:37:59,27.3
2025-05-25 11:44:43,27.24
2025-05-25 11:49:46,27.3
2025-05-25 11:57:30,27.4
2025-05-25 12:09:16,27.43
2025-05-25 12:26:34,27.27
2025-05-25 12:30:57,26.75
2025-05-25 12:37:20,26.34
2025-05-25 12:40:12,26.24
2025-05-25 13:05:46,26.03
2025-05-25 13:21:03,26.16
2025-05-25 13:35:00,26.16
2025-05-25 13:53:00,26.22
2025-05-25 14:08:38,26.19
2025-05-25 14:29:08,26.22
2025-05-25 14:31:50,26.24
2025-05-25 15:10:59,26.2
2025-05-25 15:20:45,26.3
2025-05-25 15:35:52,26.24
2025-05-25 15:40:45,26.27
2025-05-25 15:54:02,26.48
2025-05-25 16:16:33,26.48
2025-05-25 16:48:00,26.51
2025-05-25 17:10:20,26.41
2025-05-25 17:13:43,26.34
2025-05-25 17:28:40,26.4
2025-05-25 18:06:49,26.17
2025-05-25 18:16:25,26.19
2025-05-25 19:07:10,26.23
2025-05-25 19:12:03,26.3
2025-05-25 19:33:34,26.19
2025-05-25 20:02:38,26.07
2025-05-25 20:16:46,25.8
2025-05-25 20:33:04,25.3
2025-05-25 20:54:05,25.51
2025-05-25 21:13:05,25.71
2025-05-25 21:51:14,25.89
2025-05-25 22:16:37,25.85
2025-05-25 22:37:38,25.34
2025-05-25 22:42:31,25.26
2025-05-25 23:11:56,25.02
2025-05-25 23:33:57,25.44
2025-05-25 23:41:11,25.49
2025-05-25 23:42:33,25.51
2025-05-26 00:09:46,25.65
2025-05-26 00:37:20,25.62
2025-05-26 01:06:15,25.31
2025-05-26 01:35:40,25.08
2025-05-26 01:45:05,25.12
2025-05-26 02:32:50,25.4
2025-05-26 03:27:17,25.28
2025-05-26 03:28:38,25.28
2025-05-26 04:19:44,25.24
2025-05-26 04:26:18,25.28
2025-05-26 05:06:59,25.21
2025-05-26 05:14:54,25.17
2025-05-26 05:30:32,25.17
2025-05-26 05:54:34,25.12
2025-05-26 06:13:04,25.1
2025-05-26 06:35:05,25.05
2025-05-26 07:11:24,25.06
2025-05-26 07:13:46,25.06
2025-05-26 07:36:07,25.12
2025-05-26 07:57:28,25.16
2025-05-26 08:02:11,25.33
2025-05-26 08:25:53,25.67
2025-05-26 08:57:29,25.8
