Datetime,Real_state,Predicted_state_cgr,Predicted_state_cg
2025-05-16 13:16:00,stay,stay,stay
2025-05-16 13:17:00,stay,stay,stay
2025-05-16 13:19:00,stay,stay,stay
2025-05-16 13:20:00,leave,leave,leave
2025-05-16 13:22:00,outside,outside,outside
2025-05-16 13:24:00,outside,outside,outside
2025-05-16 13:25:00,outside,outside,outside
2025-05-16 13:27:00,outside,outside,outside
2025-05-16 13:28:00,outside,outside,outside
2025-05-16 13:30:00,outside,outside,outside
2025-05-16 13:31:00,outside,outside,outside
2025-05-16 13:33:00,outside,outside,outside
2025-05-16 13:35:00,outside,outside,outside
2025-05-16 13:36:00,outside,outside,outside
2025-05-16 13:38:00,outside,outside,outside
2025-05-16 13:39:00,outside,outside,outside
2025-05-16 13:41:00,outside,outside,outside
2025-05-16 13:43:00,outside,outside,outside
2025-05-16 13:44:00,outside,outside,outside
2025-05-16 13:46:00,outside,outside,outside
2025-05-16 13:47:00,outside,outside,outside
2025-05-16 13:49:00,outside,outside,outside
2025-05-16 13:51:00,outside,outside,outside
2025-05-16 13:52:00,outside,outside,outside
2025-05-16 13:54:00,outside,outside,outside
2025-05-16 13:56:00,outside,outside,outside
2025-05-16 13:57:00,outside,outside,outside
2025-05-16 13:59:00,outside,outside,outside
2025-05-16 14:01:00,outside,outside,outside
2025-05-16 14:02:00,outside,outside,outside
2025-05-16 14:04:00,outside,stay,stay
2025-05-16 14:06:00,outside,stay,stay
2025-05-16 14:08:00,outside,stay,stay
2025-05-16 14:09:00,outside,stay,stay
2025-05-16 14:11:00,outside,stay,stay
2025-05-16 14:13:00,outside,stay,stay
2025-05-16 14:14:00,outside,stay,stay
2025-05-16 14:16:00,outside,stay,stay
2025-05-16 14:18:00,outside,stay,stay
2025-05-16 14:19:00,outside,stay,stay
2025-05-16 14:21:00,outside,stay,stay
2025-05-16 14:23:00,outside,stay,stay
2025-05-16 14:24:00,outside,stay,stay
2025-05-16 14:26:00,outside,stay,outside
2025-05-16 14:28:00,outside,stay,outside
2025-05-16 14:29:00,outside,stay,outside
2025-05-16 14:31:00,outside,stay,outside
2025-05-16 14:33:00,outside,stay,outside
2025-05-16 14:34:00,outside,stay,outside
2025-05-16 14:36:00,outside,stay,outside
2025-05-16 14:38:00,outside,stay,outside
2025-05-16 14:39:00,outside,stay,outside
2025-05-16 14:41:00,outside,stay,outside
2025-05-16 14:43:00,outside,stay,outside
2025-05-16 14:44:00,outside,stay,outside
2025-05-16 14:46:00,outside,stay,outside
2025-05-16 14:48:00,outside,stay,outside
2025-05-16 14:50:00,outside,stay,outside
2025-05-16 14:51:00,outside,outside,outside
2025-05-16 14:53:00,outside,outside,outside
2025-05-16 14:55:00,outside,outside,outside
2025-05-16 14:56:00,outside,outside,outside
2025-05-16 14:58:00,arrival,outside,outside
2025-05-16 15:00:00,stay,stay,stay
2025-05-16 15:01:00,stay,stay,stay
2025-05-16 15:03:00,stay,stay,stay
2025-05-16 15:05:00,stay,stay,stay
2025-05-16 15:07:00,stay,stay,stay
2025-05-16 15:08:00,stay,stay,stay
2025-05-16 15:10:00,stay,stay,stay
2025-05-16 15:12:00,stay,stay,stay
2025-05-16 15:13:00,stay,stay,stay
2025-05-16 15:15:00,stay,stay,stay
2025-05-16 15:17:00,stay,stay,stay
2025-05-16 15:19:00,stay,stay,stay
2025-05-16 15:20:00,stay,stay,stay
2025-05-16 15:22:00,stay,stay,stay
2025-05-16 15:24:00,stay,stay,stay
2025-05-16 15:26:00,stay,stay,stay
2025-05-16 15:27:00,stay,stay,stay
2025-05-16 15:29:00,stay,stay,stay
2025-05-16 15:31:00,stay,stay,stay
2025-05-16 15:33:00,stay,stay,stay
2025-05-16 15:35:00,stay,stay,stay
2025-05-16 15:36:00,stay,stay,stay
2025-05-16 15:38:00,stay,stay,stay
2025-05-16 15:40:00,stay,stay,stay
2025-05-16 15:42:00,stay,stay,stay
2025-05-16 15:43:00,stay,stay,stay
2025-05-16 15:45:00,stay,stay,stay
2025-05-16 15:47:00,stay,stay,stay
2025-05-16 15:49:00,stay,stay,stay
2025-05-16 15:51:00,stay,stay,stay
2025-05-16 15:52:00,stay,stay,stay
2025-05-16 15:54:00,stay,stay,stay
2025-05-16 15:56:00,stay,stay,stay
2025-05-16 15:58:00,stay,stay,stay
2025-05-16 16:00:00,stay,stay,stay
2025-05-16 16:01:00,stay,stay,stay
2025-05-16 16:03:00,stay,stay,stay
2025-05-16 16:05:00,stay,stay,stay
2025-05-16 16:07:00,stay,stay,stay
2025-05-16 16:09:00,stay,stay,stay
2025-05-16 16:10:00,stay,stay,stay
2025-05-16 16:12:00,stay,stay,stay
2025-05-16 16:14:00,stay,stay,stay
2025-05-16 16:16:00,stay,stay,stay
2025-05-16 16:18:00,stay,stay,stay
2025-05-16 16:20:00,stay,stay,stay
2025-05-16 16:22:00,stay,stay,stay
2025-05-16 16:24:00,stay,stay,stay
2025-05-16 16:25:00,stay,stay,stay
2025-05-16 16:27:00,stay,stay,stay
2025-05-16 16:29:00,stay,stay,stay
2025-05-16 16:31:00,stay,stay,stay
2025-05-16 16:33:00,stay,stay,stay
2025-05-16 16:35:00,stay,stay,stay
2025-05-16 16:37:00,stay,stay,stay
2025-05-16 16:38:00,stay,stay,stay
2025-05-16 16:40:00,stay,stay,stay
2025-05-16 16:42:00,stay,stay,stay
2025-05-16 16:44:00,stay,stay,stay
2025-05-16 16:46:00,stay,stay,stay
2025-05-16 16:48:00,stay,stay,stay
2025-05-16 16:50:00,stay,stay,stay
2025-05-16 16:52:00,stay,stay,stay
2025-05-16 16:54:00,stay,stay,stay
2025-05-16 16:56:00,stay,stay,stay
2025-05-16 16:58:00,stay,stay,stay
2025-05-16 17:00:00,stay,stay,stay
2025-05-16 17:02:00,stay,stay,stay
2025-05-16 17:04:00,stay,stay,stay
2025-05-16 17:06:00,stay,stay,stay
2025-05-16 17:07:00,stay,stay,stay
2025-05-16 17:09:00,stay,stay,stay
2025-05-16 17:11:00,stay,stay,stay
2025-05-16 17:13:00,stay,stay,stay
2025-05-16 17:15:00,stay,stay,stay
2025-05-16 17:17:00,stay,stay,stay
2025-05-16 17:19:00,stay,stay,stay
2025-05-16 17:21:00,stay,stay,stay
2025-05-16 17:23:00,stay,stay,stay
2025-05-16 17:25:00,stay,stay,stay
2025-05-16 17:27:00,stay,stay,stay
2025-05-16 17:29:00,stay,stay,stay
2025-05-16 17:30:00,stay,stay,stay
2025-05-16 17:32:00,stay,stay,stay
2025-05-16 17:34:00,stay,stay,stay
2025-05-16 17:36:00,stay,stay,stay
2025-05-16 17:38:00,stay,stay,stay
2025-05-16 17:40:00,stay,stay,stay
2025-05-16 17:42:00,stay,stay,stay
2025-05-16 17:44:00,stay,stay,stay
2025-05-16 17:46:00,stay,stay,stay
2025-05-16 17:48:00,stay,stay,stay
2025-05-16 17:50:00,stay,stay,stay
2025-05-16 17:52:00,stay,stay,stay
2025-05-16 17:54:00,stay,stay,stay
2025-05-16 17:56:00,stay,stay,stay
2025-05-16 17:58:00,stay,stay,stay
2025-05-16 17:59:00,stay,stay,stay
2025-05-16 18:01:00,stay,stay,stay
2025-05-16 18:03:00,stay,stay,stay
2025-05-16 18:05:00,stay,stay,stay
2025-05-16 18:07:00,stay,stay,stay
2025-05-16 18:09:00,stay,stay,stay
2025-05-16 18:11:00,stay,stay,stay
2025-05-16 18:13:00,stay,stay,stay
2025-05-16 18:15:00,stay,stay,stay
2025-05-16 18:17:00,stay,stay,stay
2025-05-16 18:19:00,stay,stay,stay
2025-05-16 18:21:00,stay,stay,stay
2025-05-16 18:23:00,stay,stay,stay
2025-05-16 18:25:00,stay,stay,stay
2025-05-16 18:27:00,stay,stay,stay
2025-05-16 18:29:00,stay,stay,stay
2025-05-16 18:31:00,stay,stay,stay
2025-05-16 18:33:00,stay,stay,stay
2025-05-16 18:35:00,stay,stay,stay
2025-05-16 18:37:00,stay,stay,stay
2025-05-16 18:39:00,stay,stay,stay
2025-05-16 18:41:00,stay,stay,stay
2025-05-16 18:43:00,stay,stay,stay
2025-05-16 18:45:00,stay,stay,stay
2025-05-16 18:47:00,stay,stay,stay
2025-05-16 18:50:00,stay,stay,stay
2025-05-16 18:52:00,stay,stay,stay
2025-05-16 18:54:00,stay,stay,stay
2025-05-16 18:56:00,stay,stay,stay
2025-05-16 18:58:00,stay,stay,stay
2025-05-16 19:00:00,stay,stay,stay
2025-05-16 19:02:00,stay,stay,stay
2025-05-16 19:04:00,stay,stay,stay
2025-05-16 19:06:00,stay,stay,stay
2025-05-16 19:08:00,stay,stay,stay
2025-05-16 19:10:00,stay,stay,stay
2025-05-16 19:12:00,stay,stay,stay
2025-05-16 19:14:00,stay,stay,stay
2025-05-16 19:17:00,stay,stay,stay
2025-05-16 19:19:00,stay,stay,stay
2025-05-16 19:21:00,stay,stay,stay
2025-05-16 19:23:00,stay,stay,stay
2025-05-16 19:25:00,stay,stay,stay
2025-05-16 19:31:00,stay,stay,stay
2025-05-16 19:32:00,stay,stay,stay
2025-05-16 19:33:00,stay,stay,stay
2025-05-16 19:34:00,stay,stay,stay
2025-05-16 19:35:00,stay,stay,stay
2025-05-16 19:37:00,stay,stay,stay
2025-05-16 19:38:00,stay,stay,stay
2025-05-16 19:39:00,stay,stay,stay
2025-05-16 19:40:00,stay,stay,stay
2025-05-16 19:41:00,stay,stay,stay
2025-05-16 19:42:00,stay,stay,stay
2025-05-16 19:44:00,stay,stay,stay
2025-05-16 19:45:00,stay,stay,stay
2025-05-16 19:46:00,stay,stay,stay
2025-05-16 19:47:00,stay,stay,stay
2025-05-16 19:48:00,stay,stay,stay
2025-05-16 19:50:00,stay,stay,stay
2025-05-16 19:51:00,stay,stay,stay
2025-05-16 19:52:00,stay,stay,stay
2025-05-16 19:53:00,stay,stay,stay
2025-05-16 19:54:00,stay,stay,stay
2025-05-16 19:56:00,stay,stay,stay
2025-05-16 19:57:00,leave,stay,stay
2025-05-16 19:58:00,outside,stay,leave
2025-05-16 19:59:00,outside,stay,outside
2025-05-16 20:00:00,outside,stay,outside
2025-05-16 20:02:00,outside,outside,stay
2025-05-18 08:55:00,outside,outside,outside
2025-05-18 08:56:00,outside,outside,outside
2025-05-18 08:58:00,outside,outside,outside
2025-05-18 08:59:00,outside,outside,outside
2025-05-18 09:00:00,outside,outside,outside
2025-05-18 09:01:00,outside,outside,outside
2025-05-18 09:02:00,outside,outside,outside
2025-05-18 09:03:00,outside,outside,outside
2025-05-18 09:05:00,outside,outside,outside
2025-05-18 09:06:00,outside,outside,outside
2025-05-18 09:07:00,outside,outside,outside
2025-05-18 09:08:00,outside,outside,outside
2025-05-18 09:09:00,outside,outside,outside
2025-05-18 09:11:00,outside,outside,outside
2025-05-18 09:12:00,outside,outside,outside
2025-05-18 09:13:00,outside,outside,outside
2025-05-18 09:14:00,outside,outside,outside
2025-05-18 09:15:00,outside,outside,outside
2025-05-18 09:17:00,outside,outside,outside
2025-05-18 09:18:00,outside,outside,outside
2025-05-18 09:19:00,outside,outside,outside
2025-05-18 09:20:00,outside,outside,outside
2025-05-18 09:22:00,outside,outside,outside
2025-05-18 09:23:00,outside,outside,outside
2025-05-18 09:24:00,outside,outside,outside
2025-05-18 09:25:00,outside,outside,outside
2025-05-18 09:26:00,outside,outside,outside
2025-05-18 09:28:00,outside,outside,outside
2025-05-18 09:29:00,outside,outside,outside
2025-05-18 09:30:00,outside,outside,outside
2025-05-18 09:31:00,outside,outside,outside
2025-05-18 09:33:00,outside,outside,outside
2025-05-18 09:34:00,outside,outside,outside
2025-05-18 09:35:00,outside,outside,outside
2025-05-18 09:36:00,outside,outside,outside
2025-05-18 09:37:00,outside,outside,outside
2025-05-18 09:39:00,outside,outside,outside
2025-05-18 09:40:00,outside,outside,outside
2025-05-18 09:41:00,outside,outside,outside
2025-05-18 09:42:00,outside,outside,outside
2025-05-18 09:44:00,outside,outside,outside
2025-05-18 09:45:00,outside,outside,outside
2025-05-18 09:46:00,outside,outside,outside
2025-05-18 09:47:00,outside,outside,outside
2025-05-18 09:49:00,outside,outside,outside
2025-05-18 09:50:00,outside,outside,outside
2025-05-18 09:51:00,outside,outside,outside
2025-05-18 09:52:00,outside,outside,outside
2025-05-18 09:54:00,outside,outside,outside
2025-05-18 09:55:00,outside,outside,outside
2025-05-18 09:56:00,outside,outside,outside
2025-05-18 09:58:00,outside,outside,outside
2025-05-18 09:59:00,outside,outside,outside
2025-05-18 10:00:00,outside,outside,outside
2025-05-18 10:01:00,outside,outside,outside
2025-05-18 10:03:00,outside,outside,outside
2025-05-18 10:04:00,outside,outside,outside
2025-05-18 10:05:00,outside,outside,outside
2025-05-18 10:07:00,outside,outside,outside
2025-05-18 10:08:00,outside,outside,outside
2025-05-18 10:09:00,outside,outside,outside
2025-05-18 10:11:00,outside,outside,outside
2025-05-18 10:12:00,outside,outside,outside
2025-05-18 10:13:00,outside,outside,outside
2025-05-18 10:14:00,outside,outside,outside
2025-05-18 10:16:00,outside,outside,outside
2025-05-18 10:17:00,outside,outside,outside
2025-05-18 10:18:00,outside,outside,outside
2025-05-18 10:20:00,outside,outside,outside
2025-05-18 10:21:00,outside,outside,outside
2025-05-18 10:22:00,outside,outside,outside
2025-05-18 10:24:00,outside,outside,outside
2025-05-18 10:25:00,outside,outside,outside
2025-05-18 10:26:00,outside,outside,outside
2025-05-18 10:28:00,outside,outside,outside
2025-05-18 10:29:00,outside,outside,outside
2025-05-18 10:30:00,outside,outside,outside
2025-05-18 10:31:00,outside,outside,outside
2025-05-18 10:33:00,outside,outside,outside
2025-05-18 10:34:00,outside,outside,outside
2025-05-18 10:35:00,outside,outside,outside
2025-05-18 10:37:00,outside,outside,outside
2025-05-18 10:38:00,outside,outside,outside
2025-05-18 10:39:00,outside,outside,outside
2025-05-18 10:44:00,outside,outside,outside
2025-05-18 10:45:00,outside,outside,outside
2025-05-18 10:46:00,outside,outside,outside
2025-05-18 10:47:00,outside,outside,outside
2025-05-18 10:49:00,outside,outside,outside
2025-05-18 10:50:00,outside,outside,outside
2025-05-18 10:51:00,outside,outside,outside
2025-05-18 10:52:00,outside,outside,outside
2025-05-18 10:53:00,outside,outside,outside
2025-05-18 10:54:00,outside,outside,outside
2025-05-18 10:56:00,outside,outside,outside
2025-05-18 10:57:00,outside,outside,outside
2025-05-18 10:58:00,outside,outside,outside
2025-05-18 10:59:00,outside,outside,outside
2025-05-18 11:00:00,outside,outside,outside
2025-05-18 11:01:00,outside,outside,outside
2025-05-18 11:03:00,outside,outside,outside
2025-05-18 11:04:00,outside,outside,outside
2025-05-18 11:05:00,outside,outside,outside
2025-05-18 11:06:00,outside,outside,outside
2025-05-18 11:07:00,outside,outside,outside
2025-05-18 11:09:00,outside,outside,outside
2025-05-18 11:10:00,outside,outside,outside
2025-05-18 11:11:00,outside,outside,outside
2025-05-18 11:12:00,outside,outside,outside
2025-05-18 11:13:00,outside,outside,outside
2025-05-18 11:14:00,outside,outside,outside
2025-05-18 11:16:00,outside,outside,outside
2025-05-18 11:17:00,outside,outside,outside
2025-05-18 11:18:00,outside,outside,outside
2025-05-18 11:19:00,outside,outside,outside
2025-05-18 11:20:00,outside,outside,outside
2025-05-18 11:21:00,outside,outside,outside
2025-05-18 11:23:00,outside,outside,outside
2025-05-18 11:24:00,outside,outside,outside
2025-05-18 11:25:00,outside,outside,outside
2025-05-18 11:26:00,outside,outside,outside
2025-05-18 11:27:00,outside,outside,outside
2025-05-18 11:28:00,outside,outside,outside
2025-05-18 11:30:00,outside,outside,outside
2025-05-18 11:31:00,outside,outside,outside
2025-05-18 11:32:00,outside,outside,outside
2025-05-18 11:33:00,outside,outside,outside
2025-05-18 11:34:00,outside,outside,outside
2025-05-18 11:35:00,outside,outside,outside
2025-05-18 11:37:00,outside,outside,outside
2025-05-18 11:38:00,outside,outside,outside
2025-05-18 11:39:00,outside,outside,outside
2025-05-18 11:40:00,outside,outside,outside
2025-05-18 11:41:00,outside,outside,outside
2025-05-18 11:42:00,outside,outside,outside
2025-05-18 11:44:00,outside,outside,outside
2025-05-18 11:45:00,outside,outside,outside
2025-05-18 11:46:00,outside,outside,outside
2025-05-18 11:47:00,outside,outside,outside
2025-05-18 11:48:00,outside,outside,outside
2025-05-18 11:49:00,outside,outside,outside
2025-05-18 11:51:00,outside,outside,outside
2025-05-18 11:52:00,outside,outside,outside
2025-05-18 11:53:00,outside,outside,outside
2025-05-18 11:54:00,outside,outside,outside
2025-05-18 11:55:00,outside,outside,outside
2025-05-18 11:57:00,outside,outside,outside
2025-05-18 11:58:00,outside,outside,outside
2025-05-18 11:59:00,outside,outside,outside
2025-05-18 12:00:00,outside,outside,outside
2025-05-18 12:01:00,outside,outside,outside
2025-05-18 12:02:00,outside,outside,outside
2025-05-18 12:04:00,outside,outside,outside
2025-05-18 12:05:00,outside,outside,outside
2025-05-18 12:06:00,outside,outside,outside
2025-05-18 12:07:00,outside,outside,outside
2025-05-18 12:08:00,outside,outside,outside
2025-05-18 12:09:00,outside,outside,outside
2025-05-18 12:11:00,outside,outside,outside
2025-05-18 12:12:00,outside,outside,outside
2025-05-18 12:13:00,outside,outside,outside
2025-05-18 12:14:00,outside,outside,outside
2025-05-18 12:15:00,outside,outside,outside
2025-05-18 12:16:00,outside,outside,outside
2025-05-18 12:18:00,outside,outside,outside
2025-05-18 12:19:00,outside,outside,outside
2025-05-18 12:20:00,outside,outside,outside
2025-05-18 12:21:00,outside,outside,outside
2025-05-18 12:22:00,outside,outside,outside
2025-05-18 12:23:00,outside,outside,outside
2025-05-18 12:25:00,outside,outside,outside
2025-05-18 12:26:00,outside,outside,outside
2025-05-18 12:27:00,outside,outside,outside
2025-05-18 12:28:00,outside,outside,outside
2025-05-18 12:29:00,outside,outside,outside
2025-05-18 12:30:00,outside,outside,outside
2025-05-18 12:32:00,outside,outside,outside
2025-05-18 12:33:00,outside,outside,outside
2025-05-18 12:34:00,outside,outside,outside
2025-05-18 12:35:00,outside,outside,outside
2025-05-18 12:36:00,outside,outside,outside
2025-05-18 12:38:00,outside,outside,outside
2025-05-18 12:39:00,outside,outside,outside
2025-05-18 12:40:00,outside,outside,outside
2025-05-18 12:41:00,outside,outside,outside
2025-05-18 12:42:00,outside,outside,outside
2025-05-18 12:43:00,outside,outside,outside
2025-05-18 12:45:00,outside,outside,outside
2025-05-18 12:46:00,outside,outside,outside
2025-05-18 12:47:00,outside,outside,outside
2025-05-18 12:48:00,outside,outside,outside
2025-05-18 12:49:00,outside,outside,outside
2025-05-18 12:50:00,outside,outside,outside
2025-05-18 12:52:00,outside,outside,outside
2025-05-18 12:53:00,outside,outside,outside
2025-05-18 12:54:00,outside,outside,outside
2025-05-18 12:55:00,outside,outside,outside
2025-05-18 12:56:00,outside,outside,outside
2025-05-18 12:57:00,outside,outside,outside
2025-05-18 12:59:00,outside,outside,outside
2025-05-18 13:00:00,outside,outside,outside
2025-05-18 13:01:00,outside,outside,outside
2025-05-18 13:02:00,outside,outside,outside
2025-05-18 13:03:00,outside,outside,outside
2025-05-18 13:04:00,outside,outside,outside
2025-05-18 13:06:00,outside,outside,outside
2025-05-18 13:07:00,outside,outside,outside
2025-05-18 13:08:00,outside,outside,outside
2025-05-18 13:09:00,outside,outside,outside
2025-05-18 13:10:00,outside,outside,outside
2025-05-18 13:11:00,outside,outside,outside
2025-05-18 13:13:00,outside,outside,outside
2025-05-18 13:14:00,outside,outside,outside
2025-05-18 13:15:00,outside,outside,outside
2025-05-18 13:16:00,outside,outside,outside
2025-05-18 13:17:00,outside,outside,outside
2025-05-18 13:19:00,outside,outside,outside
2025-05-18 13:20:00,outside,outside,outside
2025-05-18 13:21:00,outside,outside,outside
2025-05-18 13:22:00,outside,outside,outside
2025-05-18 13:23:00,outside,outside,outside
2025-05-18 13:24:00,outside,outside,outside
2025-05-18 13:26:00,outside,outside,outside
2025-05-18 13:27:00,outside,outside,outside
2025-05-18 13:28:00,outside,outside,outside
2025-05-18 13:29:00,outside,outside,outside
2025-05-18 13:30:00,outside,outside,outside
2025-05-18 13:32:00,outside,outside,outside
2025-05-18 13:33:00,outside,outside,outside
2025-05-18 13:34:00,outside,outside,outside
2025-05-18 13:35:00,outside,outside,outside
2025-05-18 13:36:00,outside,outside,outside
2025-05-18 13:37:00,outside,outside,outside
2025-05-18 13:39:00,outside,outside,outside
2025-05-18 13:40:00,outside,outside,outside
2025-05-18 13:41:00,outside,outside,outside
2025-05-18 13:42:00,outside,outside,outside
2025-05-18 13:43:00,outside,outside,outside
2025-05-18 13:44:00,outside,outside,outside
2025-05-18 13:46:00,outside,outside,outside
2025-05-18 13:47:00,outside,outside,outside
2025-05-18 13:48:00,outside,outside,outside
2025-05-18 13:49:00,outside,outside,outside
2025-05-18 13:50:00,outside,outside,outside
2025-05-18 13:51:00,outside,outside,outside
2025-05-18 13:53:00,outside,outside,outside
2025-05-18 13:54:00,outside,outside,outside
2025-05-18 13:55:00,outside,outside,outside
2025-05-18 13:56:00,outside,outside,outside
2025-05-18 13:57:00,outside,outside,outside
2025-05-18 13:58:00,outside,outside,outside
2025-05-18 14:00:00,outside,outside,outside
2025-05-18 14:01:00,outside,outside,outside
2025-05-18 14:02:00,outside,outside,outside
2025-05-18 14:03:00,outside,outside,outside
2025-05-18 14:04:00,outside,outside,outside
2025-05-18 14:06:00,outside,outside,outside
2025-05-18 14:07:00,outside,outside,outside
2025-05-18 14:08:00,outside,outside,outside
2025-05-18 14:09:00,outside,outside,outside
2025-05-18 14:10:00,outside,outside,outside
2025-05-18 14:11:00,outside,outside,outside
2025-05-18 14:13:00,outside,outside,outside
2025-05-18 14:14:00,outside,outside,outside
2025-05-18 14:15:00,outside,outside,outside
2025-05-18 14:16:00,outside,outside,outside
2025-05-18 14:17:00,outside,outside,outside
2025-05-18 14:18:00,outside,outside,outside
2025-05-18 14:20:00,outside,outside,outside
2025-05-18 14:21:00,outside,outside,outside
2025-05-18 14:22:00,outside,outside,outside
2025-05-18 14:23:00,outside,outside,outside
2025-05-18 14:24:00,outside,outside,outside
2025-05-18 14:26:00,outside,outside,outside
2025-05-18 14:27:00,outside,outside,outside
2025-05-18 14:28:00,outside,outside,outside
2025-05-18 14:29:00,outside,outside,outside
2025-05-18 14:30:00,outside,outside,outside
2025-05-18 14:31:00,outside,outside,outside
2025-05-18 14:33:00,outside,outside,outside
2025-05-18 14:34:00,outside,outside,outside
2025-05-18 14:35:00,outside,outside,outside
2025-05-18 14:36:00,outside,outside,outside
2025-05-18 14:37:00,outside,outside,outside
2025-05-18 14:38:00,outside,outside,outside
2025-05-18 14:40:00,outside,outside,outside
2025-05-18 14:41:00,outside,outside,outside
2025-05-18 14:42:00,outside,outside,outside
2025-05-18 14:43:00,outside,outside,outside
2025-05-18 14:44:00,outside,outside,outside
2025-05-18 14:46:00,outside,outside,outside
2025-05-18 14:47:00,outside,outside,outside
2025-05-18 14:48:00,outside,outside,outside
2025-05-18 14:49:00,outside,outside,outside
2025-05-18 14:50:00,outside,outside,outside
2025-05-18 14:51:00,outside,outside,outside
2025-05-18 14:53:00,outside,outside,outside
2025-05-18 14:54:00,outside,outside,outside
2025-05-18 14:55:00,outside,outside,outside
2025-05-18 14:56:00,outside,outside,outside
2025-05-18 14:57:00,outside,outside,outside
2025-05-18 14:58:00,outside,outside,outside
2025-05-18 15:00:00,outside,outside,outside
2025-05-18 15:01:00,outside,outside,outside
2025-05-18 15:02:00,outside,outside,outside
2025-05-18 15:03:00,outside,outside,outside
2025-05-18 15:04:00,outside,outside,outside
2025-05-18 15:05:00,outside,outside,outside
2025-05-18 15:07:00,outside,outside,outside
2025-05-18 15:08:00,outside,outside,outside
2025-05-18 15:09:00,outside,outside,outside
2025-05-18 15:10:00,outside,outside,outside
2025-05-18 15:11:00,outside,outside,outside
2025-05-18 15:12:00,outside,outside,outside
2025-05-18 15:14:00,outside,outside,outside
2025-05-18 15:15:00,outside,outside,outside
2025-05-18 15:16:00,outside,outside,outside
2025-05-18 15:17:00,outside,outside,outside
2025-05-18 15:19:00,outside,outside,outside
2025-05-18 15:20:00,outside,outside,outside
2025-05-18 15:21:00,outside,outside,outside
2025-05-18 15:22:00,outside,outside,outside
2025-05-18 15:23:00,outside,outside,outside
2025-05-18 15:25:00,outside,outside,outside
2025-05-18 15:26:00,outside,outside,outside
2025-05-18 15:27:00,outside,outside,outside
2025-05-18 15:28:00,outside,outside,outside
2025-05-18 15:29:00,outside,outside,outside
2025-05-18 15:30:00,outside,outside,outside
2025-05-18 15:32:00,outside,outside,outside
2025-05-18 15:33:00,outside,outside,outside
2025-05-18 15:34:00,outside,outside,outside
2025-05-18 15:35:00,outside,outside,outside
2025-05-18 15:36:00,outside,outside,outside
2025-05-18 15:37:00,outside,outside,outside
2025-05-18 15:39:00,outside,outside,outside
2025-05-18 15:40:00,outside,outside,outside
2025-05-18 15:41:00,outside,outside,outside
2025-05-18 15:42:00,outside,outside,outside
2025-05-18 15:43:00,outside,outside,outside
2025-05-18 15:44:00,outside,outside,outside
2025-05-18 15:46:00,outside,outside,outside
2025-05-18 15:47:00,outside,outside,outside
2025-05-18 15:48:00,outside,outside,outside
2025-05-18 15:49:00,outside,outside,outside
2025-05-18 15:50:00,outside,outside,outside
2025-05-18 15:51:00,outside,outside,outside
2025-05-18 15:53:00,outside,outside,outside
2025-05-18 15:54:00,outside,outside,outside
2025-05-18 15:55:00,outside,outside,outside
2025-05-18 15:56:00,outside,outside,outside
2025-05-18 15:57:00,outside,outside,outside
2025-05-18 15:58:00,outside,outside,outside
2025-05-18 16:00:00,outside,outside,outside
2025-05-18 16:01:00,outside,outside,outside
2025-05-18 16:02:00,outside,outside,outside
2025-05-18 16:03:00,outside,outside,outside
2025-05-18 16:04:00,outside,outside,outside
2025-05-18 16:06:00,outside,outside,outside
2025-05-18 16:07:00,outside,outside,outside
2025-05-18 16:08:00,outside,outside,outside
2025-05-18 16:09:00,outside,outside,outside
2025-05-18 16:11:00,outside,outside,outside
2025-05-18 16:12:00,outside,outside,outside
2025-05-18 16:13:00,outside,outside,outside
2025-05-18 16:14:00,outside,outside,outside
2025-05-18 16:15:00,outside,outside,outside
2025-05-18 16:16:00,outside,outside,outside
2025-05-18 16:18:00,outside,outside,outside
2025-05-18 16:19:00,outside,outside,outside
2025-05-18 16:20:00,outside,outside,outside
2025-05-18 16:21:00,outside,outside,outside
2025-05-18 16:22:00,outside,outside,outside
2025-05-18 16:23:00,outside,outside,outside
2025-05-18 16:25:00,outside,outside,outside
2025-05-18 16:26:00,outside,outside,outside
2025-05-18 16:27:00,outside,outside,outside
2025-05-18 16:28:00,outside,outside,outside
2025-05-18 16:29:00,outside,outside,outside
2025-05-18 16:30:00,outside,outside,outside
2025-05-18 16:32:00,outside,outside,outside
2025-05-18 16:33:00,outside,outside,outside
2025-05-18 16:34:00,outside,outside,outside
2025-05-18 16:35:00,outside,outside,outside
2025-05-18 16:36:00,outside,outside,outside
2025-05-18 16:37:00,outside,outside,outside
2025-05-18 16:39:00,outside,outside,outside
2025-05-18 16:40:00,outside,outside,outside
2025-05-18 16:41:00,outside,outside,outside
2025-05-18 16:42:00,outside,outside,outside
2025-05-18 16:43:00,outside,outside,outside
2025-05-18 16:44:00,outside,outside,outside
2025-05-18 16:46:00,outside,outside,outside
2025-05-18 16:47:00,outside,outside,outside
2025-05-18 16:48:00,outside,outside,outside
2025-05-18 16:49:00,outside,outside,outside
2025-05-18 16:50:00,outside,outside,outside
2025-05-18 16:52:00,outside,outside,outside
2025-05-18 16:53:00,outside,outside,outside
2025-05-18 16:54:00,outside,outside,outside
2025-05-18 16:55:00,outside,outside,outside
2025-05-18 16:56:00,outside,outside,outside
2025-05-18 16:57:00,outside,outside,outside
2025-05-18 16:59:00,outside,outside,outside
