Time,Indoor_temperature
2025-05-15 00:04:28,26.32
2025-05-15 00:20:43,26.45
2025-05-15 00:27:05,26.36
2025-05-15 00:30:46,26.35
2025-05-15 00:36:38,26.36
2025-05-15 00:50:23,26.21
2025-05-15 00:56:56,26.25
2025-05-15 01:07:39,26.07
2025-05-15 01:12:41,26.04
2025-05-15 01:35:48,26.05
2025-05-15 01:46:42,25.98
2025-05-15 02:12:41,25.83
2025-05-15 02:44:41,25.67
2025-05-15 02:47:43,25.65
2025-05-15 03:00:37,25.57
2025-05-15 03:14:31,26.08
2025-05-15 03:26:45,26.59
2025-05-15 03:44:41,26.96
2025-05-15 03:51:33,27.12
2025-05-15 04:35:57,27.45
2025-05-15 05:05:26,27.56
2025-05-15 05:31:44,27.55
2025-05-15 06:10:47,27.59
2025-05-15 06:22:10,27.6
2025-05-15 07:03:43,27.6
2025-05-15 07:18:08,27.63
2025-05-15 07:21:59,27.62
2025-05-15 07:41:06,27.56
2025-05-15 08:16:57,27.59
2025-05-15 08:23:19,27.62
2025-05-15 08:43:46,27.7
2025-05-15 09:17:16,28.04
2025-05-15 10:04:10,27.77
2025-05-15 10:15:54,27.69
2025-05-15 10:16:15,27.7
2025-05-15 11:07:30,27.25
2025-05-15 11:17:24,27.2
2025-05-15 12:03:48,27.56
2025-05-15 12:04:09,27.59
2025-05-15 12:40:21,27.05
2025-05-15 12:56:25,26.7
2025-05-15 13:12:31,26.53
2025-05-15 13:34:08,26.5
2025-05-15 13:56:15,26.43
2025-05-15 14:00:07,26.4
2025-05-15 14:08:40,26.24
2025-05-15 14:50:02,26.55
2025-05-15 15:26:04,26.57
2025-05-15 15:50:12,26.53
2025-05-15 16:28:14,26.14
2025-05-15 16:31:25,26.08
2025-05-15 16:33:56,26.08
2025-05-15 16:43:39,25.95
2025-05-15 16:48:41,25.85
2025-05-15 16:58:05,25.97
2025-05-15 17:06:18,25.85
2025-05-15 17:15:51,25.74
2025-05-15 17:30:36,25.87
2025-05-15 17:39:19,25.85
2025-05-15 17:47:42,25.93
2025-05-15 17:56:25,25.85
2025-05-15 18:06:19,25.95
2025-05-15 18:11:00,25.93
2025-05-15 18:15:32,25.93
