ID,State_t-5,State_t-4,State_t-3,State_t-2,State_t-1,State_t,State_predicted
597,outside,outside,outside,outside,outside,outside,outside
598,outside,outside,outside,outside,outside,outside,outside
599,outside,outside,outside,outside,outside,outside,outside
600,outside,outside,outside,outside,outside,outside,outside
601,outside,outside,outside,outside,outside,outside,outside
602,outside,outside,outside,outside,outside,outside,outside
603,outside,outside,outside,outside,outside,outside,outside
604,outside,outside,outside,outside,outside,outside,outside
605,outside,outside,outside,outside,outside,outside,outside
606,outside,outside,outside,outside,outside,outside,outside
607,outside,outside,outside,outside,outside,outside,outside
608,outside,outside,outside,outside,outside,outside,outside
609,outside,outside,outside,outside,outside,outside,outside
610,outside,outside,outside,outside,outside,outside,outside
611,outside,outside,outside,outside,outside,outside,outside
612,outside,outside,outside,outside,outside,outside,outside
613,outside,outside,outside,outside,outside,outside,outside
614,outside,outside,outside,outside,outside,outside,outside
615,outside,outside,outside,outside,outside,outside,outside
616,outside,outside,outside,outside,outside,outside,outside
617,outside,outside,outside,outside,outside,outside,outside
618,outside,outside,outside,outside,outside,outside,outside
619,outside,outside,outside,outside,outside,outside,outside
620,outside,outside,outside,outside,outside,outside,outside
621,outside,outside,outside,outside,outside,outside,outside
622,outside,outside,outside,outside,outside,outside,outside
623,outside,outside,outside,outside,outside,outside,outside
624,outside,outside,outside,outside,outside,outside,outside
625,outside,outside,outside,outside,outside,outside,outside
626,outside,outside,outside,outside,outside,outside,outside
627,outside,outside,outside,outside,outside,outside,outside
628,outside,outside,outside,outside,outside,outside,outside
629,outside,outside,outside,outside,outside,outside,outside
630,outside,outside,outside,outside,outside,outside,outside
631,outside,outside,outside,outside,outside,outside,outside
632,outside,outside,outside,outside,outside,outside,outside
633,outside,outside,outside,outside,outside,outside,outside
634,outside,outside,outside,outside,outside,outside,outside
635,outside,outside,outside,outside,outside,outside,outside
636,outside,outside,outside,outside,outside,outside,outside
637,outside,outside,outside,outside,outside,outside,outside
638,outside,outside,outside,outside,outside,outside,outside
639,outside,outside,outside,outside,outside,outside,outside
640,outside,outside,outside,outside,outside,outside,outside
641,outside,outside,outside,outside,outside,outside,outside
642,outside,outside,outside,outside,outside,outside,outside
643,outside,outside,outside,outside,outside,outside,outside
644,outside,outside,outside,outside,outside,outside,outside
645,outside,outside,outside,outside,outside,outside,outside
646,outside,outside,outside,outside,outside,outside,outside
647,outside,outside,outside,outside,outside,outside,outside
648,outside,outside,outside,outside,outside,outside,outside
649,outside,outside,outside,outside,outside,outside,outside
650,outside,outside,outside,outside,outside,outside,outside
651,outside,outside,outside,outside,outside,outside,outside
652,outside,outside,outside,outside,outside,outside,outside
653,outside,outside,outside,outside,outside,outside,outside
654,outside,outside,outside,outside,outside,outside,outside
655,outside,outside,outside,outside,outside,outside,outside
656,outside,outside,outside,outside,outside,outside,outside
657,outside,outside,outside,outside,outside,outside,outside
658,outside,outside,outside,outside,outside,outside,outside
659,outside,outside,outside,outside,outside,outside,outside
660,outside,outside,outside,outside,outside,outside,outside
661,outside,outside,outside,outside,outside,outside,outside
662,outside,outside,outside,outside,outside,outside,outside
663,outside,outside,outside,outside,outside,outside,outside
664,outside,outside,outside,outside,outside,outside,outside
665,outside,outside,outside,outside,outside,outside,outside
666,outside,outside,outside,outside,outside,outside,outside
667,outside,outside,outside,outside,outside,outside,outside
668,outside,outside,outside,outside,outside,outside,outside
669,outside,outside,outside,outside,outside,outside,outside
670,outside,outside,outside,outside,outside,outside,outside
671,outside,outside,outside,outside,outside,outside,outside
672,outside,outside,outside,outside,outside,outside,outside
673,outside,outside,outside,outside,outside,outside,outside
674,outside,outside,outside,outside,outside,outside,outside
675,outside,outside,outside,outside,outside,outside,outside
676,outside,outside,outside,outside,outside,outside,outside
677,outside,outside,outside,outside,outside,outside,outside
678,outside,outside,outside,outside,outside,outside,outside
679,outside,outside,outside,outside,outside,outside,outside
680,outside,outside,outside,outside,outside,outside,outside
681,outside,outside,outside,outside,outside,outside,outside
682,outside,outside,outside,outside,outside,outside,outside
683,outside,outside,outside,outside,outside,outside,outside
684,outside,outside,outside,outside,outside,outside,outside
685,outside,outside,outside,outside,outside,outside,outside
686,outside,outside,outside,outside,outside,outside,outside
687,outside,outside,outside,outside,outside,outside,outside
688,outside,outside,outside,outside,outside,outside,outside
689,outside,outside,outside,outside,outside,outside,outside
690,outside,outside,outside,outside,outside,outside,outside
691,outside,outside,outside,outside,outside,outside,outside
692,outside,outside,outside,outside,outside,outside,outside
693,outside,outside,outside,outside,outside,outside,outside
694,outside,outside,outside,outside,outside,outside,outside
695,outside,outside,outside,outside,outside,outside,outside
696,outside,outside,outside,outside,outside,outside,outside
697,outside,outside,outside,outside,outside,outside,outside
698,stay,stay,stay,stay,stay,stay,outside
699,outside,stay,stay,stay,stay,stay,outside
700,stay,stay,stay,stay,leave,outside,outside
701,stay,stay,stay,leave,outside,outside,outside
702,stay,stay,leave,outside,outside,outside,outside
703,stay,leave,outside,outside,outside,outside,outside
704,leave,outside,outside,outside,outside,outside,outside
705,outside,outside,outside,outside,outside,outside,outside
706,outside,outside,outside,outside,outside,outside,outside
707,outside,outside,outside,outside,outside,outside,outside
708,outside,outside,outside,outside,outside,outside,outside
709,outside,outside,outside,outside,outside,outside,outside
710,outside,outside,outside,outside,outside,outside,outside
711,outside,outside,outside,outside,outside,outside,outside
712,outside,outside,outside,outside,outside,outside,outside
713,outside,outside,outside,outside,outside,outside,outside
714,outside,outside,outside,outside,outside,outside,outside
715,outside,outside,outside,outside,outside,outside,outside
716,outside,outside,outside,outside,outside,outside,outside
717,outside,outside,outside,outside,outside,outside,outside
718,outside,outside,outside,outside,outside,outside,outside
719,outside,outside,outside,outside,outside,outside,outside
720,outside,outside,outside,outside,outside,outside,outside
721,outside,outside,outside,outside,outside,outside,outside
722,outside,outside,outside,outside,outside,outside,outside
723,outside,outside,outside,outside,outside,outside,outside
724,outside,outside,outside,outside,outside,outside,outside
725,outside,outside,outside,outside,outside,outside,outside
726,outside,outside,outside,outside,outside,outside,outside
727,outside,outside,outside,outside,outside,outside,outside
728,outside,outside,outside,outside,outside,outside,outside
729,outside,outside,outside,outside,outside,outside,outside
730,outside,outside,outside,outside,outside,outside,outside
731,outside,outside,outside,outside,outside,outside,outside
732,outside,outside,outside,outside,outside,outside,outside
733,outside,outside,outside,outside,outside,outside,outside
734,outside,outside,outside,outside,outside,outside,outside
735,outside,outside,outside,outside,outside,outside,outside
736,outside,outside,outside,outside,outside,outside,outside
737,outside,outside,outside,outside,outside,outside,outside
738,outside,outside,outside,outside,outside,outside,outside
739,outside,outside,outside,outside,outside,outside,outside
740,outside,outside,outside,outside,outside,outside,outside
741,outside,outside,outside,outside,outside,outside,outside
742,outside,outside,outside,outside,outside,outside,outside
743,outside,outside,outside,outside,outside,outside,outside
744,outside,outside,outside,outside,outside,outside,outside
745,outside,outside,outside,outside,outside,outside,outside
746,outside,outside,outside,outside,outside,outside,outside
747,outside,outside,outside,outside,outside,outside,outside
748,outside,outside,outside,outside,outside,outside,outside
749,outside,outside,outside,outside,outside,outside,outside
750,outside,outside,outside,outside,outside,outside,outside
751,outside,outside,outside,outside,outside,outside,outside
752,outside,outside,outside,outside,outside,outside,outside
753,outside,outside,outside,outside,outside,outside,outside
754,outside,outside,outside,outside,outside,outside,outside
755,outside,outside,outside,outside,outside,outside,outside
756,outside,outside,outside,outside,outside,outside,outside
757,outside,outside,outside,outside,outside,outside,outside
758,outside,outside,outside,outside,outside,outside,outside
759,outside,outside,outside,outside,outside,outside,outside
760,outside,outside,outside,outside,outside,outside,outside
761,outside,outside,outside,outside,outside,outside,outside
762,outside,outside,outside,outside,outside,outside,outside
763,outside,outside,outside,outside,outside,outside,outside
764,outside,outside,outside,outside,outside,outside,outside
765,outside,outside,outside,outside,outside,outside,outside
766,outside,outside,outside,outside,outside,outside,outside
767,outside,outside,outside,outside,outside,outside,outside
768,outside,outside,outside,outside,outside,outside,outside
769,outside,outside,outside,outside,outside,outside,outside
770,outside,outside,outside,outside,outside,outside,outside
771,outside,outside,outside,outside,outside,outside,outside
772,outside,outside,outside,outside,outside,outside,outside
773,outside,outside,outside,outside,outside,outside,outside
774,outside,outside,outside,outside,outside,outside,outside
775,outside,outside,outside,outside,outside,outside,outside
776,outside,outside,outside,outside,outside,outside,outside
777,outside,outside,outside,outside,outside,outside,outside
778,outside,outside,outside,outside,outside,outside,outside
779,outside,outside,outside,outside,outside,outside,outside
780,outside,outside,outside,outside,outside,outside,outside
781,outside,outside,outside,outside,outside,outside,outside
782,outside,outside,outside,outside,outside,outside,outside
783,outside,outside,outside,outside,outside,outside,outside
784,outside,outside,outside,outside,outside,outside,outside
785,outside,outside,outside,outside,outside,outside,outside
786,outside,outside,outside,outside,outside,outside,outside
787,outside,outside,outside,outside,outside,outside,outside
788,outside,outside,outside,outside,outside,outside,outside
789,outside,outside,outside,outside,outside,outside,outside
790,outside,outside,outside,outside,outside,outside,outside
791,outside,outside,outside,outside,outside,outside,outside
792,outside,outside,outside,outside,outside,outside,outside
793,outside,outside,outside,outside,outside,outside,outside
794,outside,outside,outside,outside,outside,outside,outside
795,outside,outside,outside,outside,outside,outside,outside
796,outside,outside,outside,outside,outside,outside,outside
797,outside,outside,outside,outside,outside,outside,outside
798,outside,outside,outside,outside,outside,outside,outside
799,outside,outside,outside,outside,outside,outside,outside
800,outside,outside,outside,outside,outside,outside,outside
801,outside,outside,outside,outside,outside,outside,outside
802,outside,outside,outside,outside,outside,outside,outside
803,outside,outside,outside,outside,outside,outside,outside
804,outside,outside,outside,outside,outside,outside,outside
805,outside,outside,outside,outside,outside,outside,outside
806,outside,outside,outside,outside,outside,outside,outside
807,outside,outside,outside,outside,outside,outside,outside
808,outside,outside,outside,outside,outside,outside,outside
809,outside,outside,outside,outside,outside,outside,outside
810,outside,outside,outside,outside,outside,outside,outside
811,outside,outside,outside,outside,outside,outside,outside
812,outside,outside,outside,outside,outside,outside,outside
813,outside,outside,outside,outside,outside,outside,outside
814,outside,outside,outside,outside,outside,outside,outside
815,outside,outside,outside,outside,outside,outside,outside
816,outside,outside,outside,outside,outside,outside,outside
817,outside,outside,outside,outside,outside,outside,outside
818,outside,outside,outside,outside,outside,outside,outside
819,outside,outside,outside,outside,outside,outside,outside
820,outside,outside,outside,outside,outside,outside,outside
821,outside,outside,outside,outside,outside,outside,outside
822,outside,outside,outside,outside,outside,outside,outside
823,outside,outside,outside,outside,outside,outside,outside
824,outside,outside,outside,outside,outside,outside,outside
825,outside,outside,outside,outside,outside,outside,outside
826,outside,outside,outside,outside,outside,outside,outside
827,outside,outside,outside,outside,outside,outside,outside
828,outside,outside,outside,outside,outside,outside,outside
829,outside,outside,outside,outside,outside,outside,outside
830,outside,outside,outside,outside,outside,outside,outside
831,outside,outside,outside,outside,outside,outside,outside
832,outside,outside,outside,outside,outside,outside,outside
833,outside,outside,outside,outside,outside,outside,outside
834,stay,stay,stay,stay,stay,stay,outside
835,stay,stay,stay,stay,stay,stay,outside
836,stay,stay,leave,stay,stay,outside,outside
837,stay,leave,stay,stay,outside,outside,outside
838,leave,stay,stay,outside,outside,outside,outside
839,stay,stay,outside,outside,outside,outside,outside
840,stay,outside,outside,outside,outside,outside,outside
841,outside,outside,outside,outside,outside,outside,outside
842,outside,outside,outside,outside,outside,outside,outside
843,outside,outside,outside,outside,outside,outside,outside
844,outside,outside,outside,outside,outside,outside,outside
845,outside,outside,outside,outside,outside,outside,outside
846,outside,outside,outside,outside,outside,outside,outside
847,outside,outside,outside,outside,outside,outside,outside
848,outside,outside,outside,outside,outside,outside,outside
849,outside,outside,outside,outside,outside,outside,outside
850,outside,outside,outside,outside,outside,outside,outside
851,outside,outside,outside,outside,outside,outside,outside
852,outside,outside,outside,outside,outside,outside,outside
853,outside,outside,outside,outside,outside,outside,outside
854,outside,outside,outside,outside,outside,outside,outside
855,outside,outside,outside,outside,outside,outside,outside
856,outside,outside,outside,outside,outside,outside,outside
857,outside,outside,outside,outside,outside,outside,outside
858,outside,outside,outside,outside,outside,outside,outside
859,outside,outside,outside,outside,outside,outside,outside
860,outside,outside,outside,outside,outside,outside,outside
861,outside,outside,outside,outside,outside,outside,outside
862,outside,outside,outside,outside,outside,outside,outside
863,outside,outside,outside,outside,outside,outside,outside
864,outside,outside,outside,outside,outside,outside,outside
865,outside,outside,outside,outside,outside,outside,outside
866,outside,outside,outside,outside,outside,outside,outside
867,outside,outside,outside,outside,outside,outside,outside
868,outside,outside,outside,outside,outside,outside,outside
869,outside,outside,outside,outside,outside,outside,outside
870,outside,outside,outside,outside,outside,outside,outside
871,outside,outside,outside,outside,outside,outside,outside
872,outside,outside,outside,outside,outside,outside,outside
873,outside,outside,outside,outside,outside,outside,outside
874,outside,outside,outside,outside,outside,outside,outside
875,outside,outside,outside,outside,outside,outside,outside
876,outside,outside,outside,outside,outside,outside,outside
877,outside,outside,outside,outside,outside,outside,outside
878,outside,outside,outside,outside,outside,outside,outside
879,outside,outside,outside,outside,outside,outside,outside
880,outside,outside,outside,outside,outside,outside,outside
881,outside,outside,outside,outside,outside,outside,outside
882,outside,outside,outside,outside,outside,outside,outside
883,outside,outside,outside,outside,outside,outside,outside
884,outside,outside,outside,outside,outside,outside,outside
885,outside,outside,outside,outside,outside,outside,outside
886,outside,outside,outside,outside,outside,outside,outside
887,outside,outside,outside,outside,outside,outside,outside
888,outside,outside,outside,outside,outside,outside,outside
889,outside,outside,outside,outside,outside,outside,outside
890,outside,outside,outside,outside,outside,outside,outside
891,outside,outside,outside,outside,outside,outside,outside
892,outside,outside,outside,outside,outside,outside,outside
893,outside,outside,outside,outside,outside,outside,outside
894,outside,outside,outside,outside,outside,outside,outside
895,outside,outside,outside,outside,outside,outside,outside
896,outside,outside,outside,outside,outside,outside,outside
897,outside,outside,outside,outside,outside,outside,outside
898,outside,outside,outside,outside,outside,outside,outside
899,outside,outside,outside,outside,outside,outside,outside
900,outside,outside,outside,outside,outside,outside,outside
901,outside,outside,outside,outside,outside,outside,outside
902,outside,outside,outside,outside,outside,outside,outside
903,outside,outside,outside,outside,outside,outside,outside
904,outside,outside,outside,outside,outside,outside,outside
905,outside,outside,outside,outside,outside,outside,outside
906,outside,outside,outside,outside,outside,outside,outside
907,outside,outside,outside,outside,outside,outside,outside
908,outside,outside,outside,outside,outside,outside,outside
909,stay,stay,stay,stay,stay,stay,outside
910,stay,stay,stay,stay,outside,stay,outside
911,stay,stay,stay,outside,outside,stay,outside
912,stay,stay,outside,outside,outside,stay,outside
913,outside,outside,outside,outside,stay,stay,outside
914,outside,outside,outside,stay,outside,stay,outside
915,outside,outside,stay,outside,outside,stay,outside
916,outside,stay,outside,outside,outside,stay,outside
917,stay,outside,outside,outside,outside,stay,outside
918,outside,outside,outside,outside,stay,stay,outside
919,outside,outside,outside,stay,outside,stay,outside
920,outside,outside,stay,outside,outside,stay,outside
921,outside,stay,outside,outside,outside,stay,outside
922,stay,stay,stay,stay,stay,stay,outside
923,stay,stay,stay,leave,stay,outside,outside
924,stay,stay,leave,stay,outside,outside,outside
925,stay,leave,stay,outside,outside,outside,outside
926,leave,stay,outside,outside,outside,outside,outside
927,stay,outside,outside,outside,outside,outside,outside
928,outside,outside,outside,outside,outside,outside,outside
929,outside,outside,outside,outside,outside,outside,outside
930,outside,outside,outside,outside,outside,outside,outside
931,outside,outside,outside,outside,outside,outside,outside
932,outside,outside,outside,outside,outside,outside,outside
933,outside,outside,outside,outside,outside,outside,outside
934,outside,outside,outside,outside,outside,outside,outside
935,outside,outside,outside,outside,outside,outside,outside
936,outside,outside,outside,outside,outside,outside,outside
937,outside,outside,outside,outside,outside,outside,outside
938,outside,outside,outside,outside,outside,outside,outside
939,outside,outside,outside,outside,outside,outside,outside
940,outside,outside,outside,outside,outside,outside,outside
941,outside,outside,outside,outside,outside,outside,outside
942,outside,outside,outside,outside,outside,outside,outside
943,outside,outside,outside,outside,outside,outside,outside
944,outside,outside,outside,outside,outside,outside,outside
945,outside,outside,outside,outside,outside,outside,outside
946,outside,outside,outside,outside,outside,outside,outside
947,outside,outside,outside,outside,outside,outside,outside
948,outside,outside,outside,outside,outside,outside,outside
949,outside,outside,outside,outside,outside,outside,outside
950,outside,outside,outside,outside,outside,outside,outside
951,outside,outside,outside,outside,outside,outside,outside
952,outside,outside,outside,outside,outside,outside,outside
953,outside,outside,outside,outside,outside,outside,outside
954,outside,outside,outside,outside,outside,outside,outside
955,outside,outside,outside,outside,outside,outside,outside
956,outside,outside,outside,outside,outside,outside,outside
957,outside,outside,outside,outside,outside,outside,outside
958,outside,outside,outside,outside,outside,outside,outside
959,outside,outside,outside,outside,outside,outside,outside
960,outside,outside,outside,outside,outside,outside,outside
961,outside,outside,outside,outside,outside,outside,outside
962,outside,outside,outside,outside,outside,outside,outside
963,outside,outside,outside,outside,outside,outside,outside
964,outside,outside,outside,outside,outside,outside,outside
965,outside,outside,outside,outside,outside,outside,outside
966,outside,outside,outside,outside,outside,outside,outside
967,outside,outside,outside,outside,outside,outside,outside
968,outside,outside,outside,outside,outside,outside,outside
969,outside,outside,outside,outside,outside,outside,outside
970,outside,outside,outside,outside,outside,outside,outside
971,outside,outside,outside,outside,outside,outside,outside
972,outside,outside,outside,outside,outside,outside,outside
973,outside,outside,outside,outside,outside,outside,outside
974,outside,outside,outside,outside,outside,outside,outside
975,outside,outside,outside,outside,outside,outside,outside
976,outside,outside,outside,outside,outside,outside,outside
977,stay,stay,stay,stay,stay,stay,outside
978,stay,stay,stay,stay,stay,stay,outside
979,stay,stay,stay,stay,stay,stay,outside
980,stay,stay,stay,stay,stay,stay,outside
981,stay,stay,stay,stay,stay,stay,outside
982,stay,stay,stay,leave,stay,stay,outside
983,stay,stay,leave,stay,outside,stay,outside
984,stay,leave,stay,outside,outside,stay,outside
985,leave,stay,outside,outside,outside,stay,outside
986,stay,outside,outside,outside,outside,stay,outside
987,outside,outside,outside,outside,outside,stay,outside
988,outside,outside,outside,outside,outside,stay,outside
989,outside,outside,outside,outside,outside,stay,outside
990,outside,outside,outside,outside,outside,stay,outside
991,outside,outside,outside,outside,outside,stay,outside
992,outside,outside,outside,outside,outside,stay,outside
993,outside,outside,outside,outside,outside,stay,outside
994,outside,outside,outside,outside,outside,stay,outside
995,outside,outside,outside,outside,outside,stay,outside
996,outside,outside,outside,outside,outside,stay,outside
997,stay,stay,stay,stay,leave,outside,outside
998,stay,stay,stay,leave,outside,outside,outside
999,stay,stay,leave,outside,outside,outside,outside
1000,stay,leave,outside,outside,outside,outside,outside
1001,leave,outside,outside,outside,outside,outside,outside
1002,outside,outside,outside,outside,outside,outside,outside
1003,outside,outside,outside,outside,outside,outside,outside
1004,outside,outside,outside,outside,outside,outside,outside
1005,outside,outside,outside,outside,outside,outside,outside
1006,outside,outside,outside,outside,outside,outside,outside
1007,outside,outside,outside,outside,outside,outside,outside
1008,outside,outside,outside,outside,outside,outside,outside
1009,outside,outside,outside,outside,outside,outside,outside
1010,outside,outside,outside,outside,outside,outside,outside
1011,outside,outside,outside,outside,outside,outside,outside
1012,outside,outside,outside,outside,outside,outside,outside
1013,outside,outside,outside,outside,outside,outside,outside
1014,outside,outside,outside,outside,outside,outside,outside
1015,outside,outside,outside,outside,outside,outside,outside
1016,stay,stay,stay,stay,stay,stay,outside
1017,outside,stay,stay,stay,stay,stay,outside
1018,stay,stay,stay,stay,stay,stay,outside
1019,stay,stay,stay,stay,stay,stay,outside
1020,stay,stay,stay,stay,stay,stay,outside
1021,stay,stay,stay,stay,stay,stay,outside
1022,stay,stay,stay,stay,stay,stay,outside
1023,stay,stay,stay,leave,leave,outside,outside
1024,stay,stay,leave,leave,outside,outside,outside
1025,stay,leave,leave,outside,outside,outside,outside
1026,leave,leave,outside,outside,outside,outside,outside
1027,leave,outside,outside,outside,outside,outside,outside
1028,outside,outside,outside,outside,outside,outside,outside
1029,outside,outside,outside,outside,outside,outside,outside
1030,outside,outside,outside,outside,outside,outside,outside
1031,outside,outside,outside,outside,outside,outside,outside
1032,outside,outside,outside,outside,outside,outside,outside
1033,outside,outside,outside,outside,outside,outside,outside
1034,outside,outside,outside,outside,outside,outside,outside
1035,outside,outside,outside,outside,outside,outside,outside
1036,outside,outside,outside,outside,outside,outside,outside
1037,outside,outside,outside,outside,outside,outside,outside
1038,outside,outside,outside,outside,outside,outside,outside
1039,outside,outside,outside,outside,outside,outside,outside
1040,outside,outside,outside,outside,outside,outside,outside
1041,outside,outside,outside,outside,outside,outside,outside
1042,outside,outside,outside,outside,outside,outside,outside
1043,outside,outside,outside,outside,outside,outside,outside
1044,outside,outside,outside,outside,outside,outside,outside
1045,outside,outside,outside,outside,outside,outside,outside
1046,outside,outside,outside,outside,outside,outside,outside
1047,outside,outside,outside,outside,outside,outside,outside
1048,outside,outside,outside,outside,outside,outside,outside
1049,outside,outside,outside,outside,outside,outside,outside
1050,outside,outside,outside,outside,outside,outside,outside
1051,outside,outside,outside,outside,outside,outside,outside
1052,outside,outside,outside,outside,outside,outside,outside
1053,outside,outside,outside,outside,outside,outside,outside
1054,outside,outside,outside,outside,outside,outside,outside
1055,outside,outside,outside,outside,outside,outside,outside
1056,outside,outside,outside,outside,outside,outside,outside
1057,outside,outside,outside,outside,outside,outside,outside
1058,outside,outside,outside,outside,outside,outside,outside
1059,outside,outside,outside,outside,outside,outside,outside
1060,outside,outside,outside,outside,outside,outside,outside
1061,outside,outside,outside,outside,outside,outside,outside
1062,outside,outside,outside,outside,outside,outside,outside
1063,outside,outside,outside,outside,outside,outside,outside
1064,outside,outside,outside,outside,outside,outside,outside
1065,outside,outside,outside,outside,outside,outside,outside
1066,outside,outside,outside,outside,outside,outside,outside
1067,outside,outside,outside,outside,outside,outside,outside
1068,outside,outside,outside,outside,outside,outside,outside
1069,outside,outside,outside,outside,outside,outside,outside
1070,outside,outside,outside,outside,outside,outside,outside
1071,outside,outside,outside,outside,outside,outside,outside
1072,outside,outside,outside,outside,outside,outside,outside
1073,outside,outside,outside,outside,outside,outside,outside
1074,outside,outside,outside,outside,outside,outside,outside
1075,outside,outside,outside,outside,outside,outside,outside
1076,outside,outside,outside,outside,outside,outside,outside
1077,outside,outside,outside,outside,outside,outside,outside
1078,outside,outside,outside,outside,outside,outside,outside
1079,outside,outside,outside,outside,outside,outside,outside
1080,outside,outside,outside,outside,outside,outside,outside
1081,outside,outside,outside,outside,outside,outside,outside
1082,outside,outside,outside,outside,outside,outside,outside
1083,outside,outside,outside,outside,outside,outside,outside
1084,outside,outside,outside,outside,outside,outside,outside
1085,outside,outside,outside,outside,outside,outside,outside
1086,outside,outside,outside,outside,outside,outside,outside
1087,outside,outside,outside,outside,outside,outside,outside
1088,outside,outside,outside,outside,outside,outside,outside
1089,outside,outside,outside,outside,outside,outside,outside
1090,outside,outside,outside,outside,outside,outside,outside
1091,outside,outside,outside,outside,outside,outside,outside
1092,outside,outside,outside,outside,outside,outside,outside
1093,outside,outside,outside,outside,outside,outside,outside
1094,outside,outside,outside,outside,outside,outside,outside
1095,outside,outside,outside,outside,outside,outside,outside
1096,outside,outside,outside,outside,outside,outside,outside
1097,outside,outside,outside,outside,outside,outside,outside
1098,outside,outside,outside,outside,outside,outside,outside
1099,outside,outside,outside,outside,outside,outside,outside
1100,outside,outside,outside,outside,outside,outside,outside
1101,outside,outside,outside,outside,outside,outside,outside
1102,outside,outside,outside,outside,outside,outside,outside
1103,outside,outside,outside,outside,outside,outside,outside
1104,outside,outside,outside,outside,outside,outside,outside
1105,outside,outside,outside,outside,outside,outside,outside
1106,outside,outside,outside,outside,outside,outside,outside
1107,outside,outside,outside,outside,outside,outside,outside
1108,outside,outside,outside,outside,outside,outside,outside
1109,outside,outside,outside,outside,outside,outside,outside
1110,outside,outside,outside,outside,outside,outside,outside
1111,outside,outside,outside,outside,outside,outside,outside
1112,outside,outside,outside,outside,outside,outside,outside
1113,outside,outside,outside,outside,outside,outside,outside
1114,outside,outside,outside,outside,outside,outside,outside
1115,outside,outside,outside,outside,outside,outside,outside
1116,outside,outside,outside,outside,outside,outside,outside
1117,outside,outside,outside,outside,outside,outside,outside
1118,outside,outside,outside,outside,outside,outside,outside
1119,outside,outside,outside,outside,outside,outside,outside
1120,outside,outside,outside,outside,outside,outside,outside
1121,outside,outside,outside,outside,outside,outside,outside
1122,outside,outside,outside,outside,outside,outside,outside
1123,outside,outside,outside,outside,outside,outside,outside
1124,outside,outside,outside,outside,outside,outside,outside
1125,outside,outside,outside,outside,outside,outside,outside
1126,outside,outside,outside,outside,outside,outside,outside
1127,outside,outside,outside,outside,outside,outside,outside
1128,outside,outside,outside,outside,outside,outside,outside
1129,outside,outside,outside,outside,outside,outside,outside
1130,outside,outside,outside,outside,outside,outside,outside
1131,outside,outside,outside,outside,outside,outside,outside
1132,outside,outside,outside,outside,outside,outside,outside
1133,outside,outside,outside,outside,outside,outside,outside
1134,outside,outside,outside,outside,outside,outside,outside
1135,outside,outside,outside,outside,outside,outside,outside
1136,outside,outside,outside,outside,outside,outside,outside
1137,outside,outside,outside,outside,outside,outside,outside
1138,outside,outside,outside,outside,outside,outside,outside
1139,outside,outside,outside,outside,outside,outside,outside
1140,outside,outside,outside,outside,outside,outside,outside
1141,outside,outside,outside,outside,outside,outside,outside
1142,outside,outside,outside,outside,outside,outside,outside
1143,outside,outside,outside,outside,outside,outside,outside
1144,outside,outside,outside,outside,outside,outside,outside
1145,outside,outside,outside,outside,outside,outside,outside
1146,outside,outside,outside,outside,outside,outside,outside
1147,outside,outside,outside,outside,outside,outside,outside
1148,outside,outside,outside,outside,outside,outside,outside
1149,outside,outside,outside,outside,outside,outside,outside
1150,outside,outside,outside,outside,outside,outside,outside
1151,outside,outside,outside,outside,outside,outside,outside
1152,outside,outside,outside,outside,outside,outside,outside
1153,outside,outside,outside,outside,outside,outside,outside
1154,outside,outside,outside,outside,outside,outside,outside
1155,outside,outside,outside,outside,outside,outside,outside
1156,outside,outside,outside,outside,outside,outside,outside
1157,outside,outside,outside,outside,outside,outside,outside
1158,outside,outside,outside,outside,outside,outside,outside
1159,outside,outside,outside,outside,outside,outside,outside
1160,outside,outside,outside,outside,outside,outside,outside
1161,outside,outside,outside,outside,outside,outside,outside
1162,outside,outside,outside,outside,outside,outside,outside
1163,outside,outside,outside,outside,outside,outside,outside
1164,outside,outside,outside,outside,outside,outside,outside
1165,outside,outside,outside,outside,outside,outside,outside
1166,outside,outside,outside,outside,outside,outside,outside
1167,outside,outside,outside,outside,outside,outside,outside
1168,outside,outside,outside,outside,outside,outside,outside
1169,outside,outside,outside,outside,outside,outside,outside
1170,outside,outside,outside,outside,outside,outside,outside
1171,outside,outside,outside,outside,outside,outside,outside
1172,outside,outside,outside,outside,outside,outside,outside
1173,outside,outside,outside,outside,outside,outside,outside
1174,outside,outside,outside,outside,outside,outside,outside
1175,outside,outside,outside,outside,outside,outside,outside
1176,outside,outside,outside,outside,outside,outside,outside
1177,outside,outside,outside,outside,outside,outside,outside
1178,outside,outside,outside,outside,outside,outside,outside
1179,outside,outside,outside,outside,outside,outside,outside
1180,outside,outside,outside,outside,outside,outside,outside
1181,outside,outside,outside,outside,outside,outside,outside
1182,outside,outside,outside,outside,outside,outside,outside
1183,outside,outside,outside,outside,outside,outside,outside
1184,outside,outside,outside,outside,outside,outside,outside
1185,outside,outside,outside,outside,outside,outside,outside
1186,outside,outside,outside,outside,outside,outside,outside
1187,outside,outside,outside,outside,outside,outside,outside
1188,outside,outside,outside,outside,outside,outside,outside
1189,outside,outside,outside,outside,outside,outside,outside
1190,outside,outside,outside,outside,outside,outside,outside
1191,outside,outside,outside,outside,outside,outside,outside
1192,outside,outside,outside,outside,outside,outside,outside
1193,outside,outside,outside,outside,outside,outside,outside
1194,outside,outside,outside,outside,outside,outside,outside
