state
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
arrival
stay
stay
stay
stay
stay
stay
stay
stay
stay
leave
outside
outside
outside
outside
outside
outside
outside
outside
outside
arrival
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
leave
outside
outside
outside
outside
outside
outside
arrival
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
leave
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
arrival
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
leave
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
arrival
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
leave
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
arrival
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
leave
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
arrival
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
leave
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
arrival
stay
stay
stay
stay
stay
leave
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
leave
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
outside
outside
outside
outside
outside
outside
outside
outside
outside
outside
arrival
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
leave
outside
outside
outside
outside
outside
outside
outside
outside
arrival
stay
stay
stay
leave
stay
stay
stay
leave
outside
outside
arrival
stay
stay
stay
leave
outside
outside
stay
stay
leave
outside
outside
arrival
stay
stay
stay
leave
outside
arrival
stay
stay
stay
outside
outside
arrival
stay
stay
leave
outside
outside
arrival
stay
stay
stay
stay
arrival
stay
stay
stay
outside
outside
arrival
stay
stay
stay
stay
leave
arrival
outside
arrival
stay
stay
stay
stay
outside
outside
arrival
stay
stay
stay
leave
outside
outside
outside
outside
outside
outside
outside
stay
stay
stay
stay
leave
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
stay
leave
outside
outside
outside
outside
outside
arrival
stay
stay
stay
stay
stay
stay
stay
stay
stay
outside
outside
outside
outside
arrival
stay
stay
stay
stay
outside
outside
outside
outside
outside
outside
arrival
stay
stay
stay
stay
stay
outside
outside
outside
outside
outside
