Time,Energy_Consumption(Wh)
2025-05-25 00:21:58,964318.0
2025-05-25 00:52:16,964318.0
2025-05-25 01:22:35,964318.0
2025-05-25 01:52:52,964318.0
2025-05-25 02:23:09,964318.0
2025-05-25 02:53:26,964318.0
2025-05-25 03:23:44,964318.0
2025-05-25 03:54:02,964318.0
2025-05-25 04:24:20,964318.0
2025-05-25 04:54:37,964318.0
2025-05-25 05:24:55,964318.0
2025-05-25 05:55:13,964318.0
2025-05-25 06:25:30,964318.0
2025-05-25 06:55:48,964318.0
2025-05-25 07:26:05,964318.0
2025-05-25 07:56:22,964318.0
2025-05-25 08:26:40,964318.0
2025-05-25 08:56:57,964318.0
2025-05-25 09:27:14,964318.0
2025-05-25 09:57:32,964318.0
2025-05-25 10:27:50,964318.0
2025-05-25 10:58:07,964318.0
2025-05-25 11:28:25,964318.0
2025-05-25 11:58:46,964318.0
2025-05-25 12:29:11,964346.0
2025-05-25 12:59:35,964422.0
2025-05-25 13:30:00,964481.0
2025-05-25 14:00:25,964554.0
2025-05-25 14:30:49,964611.0
2025-05-25 15:01:14,964677.0
2025-05-25 15:31:39,964741.0
2025-05-25 16:02:04,964757.0
2025-05-25 16:32:27,964768.0
2025-05-25 17:02:52,964779.0
2025-05-25 17:33:17,964797.0
2025-05-25 18:03:42,964859.0
2025-05-25 18:34:06,964935.0
2025-05-25 19:04:31,964946.0
2025-05-25 19:34:55,965012.0
2025-05-25 20:05:17,965066.0
2025-05-25 20:35:34,965120.0
2025-05-25 21:05:52,965186.0
2025-05-25 21:36:09,965240.0
2025-05-25 22:06:27,965293.0
2025-05-25 22:36:45,965357.0
2025-05-25 23:07:02,965433.0
2025-05-25 23:37:20,965444.0
2025-05-26 00:07:38,965475.0
2025-05-26 00:37:56,965539.0
2025-05-26 01:08:14,965589.0
2025-05-26 01:38:31,965642.0
2025-05-26 02:08:48,965653.0
2025-05-26 02:39:08,965664.0
2025-05-26 03:09:25,965716.0
2025-05-26 03:39:43,965765.0
2025-05-26 04:10:00,965814.0
2025-05-26 04:40:17,965875.0
2025-05-26 05:10:35,965933.0
2025-05-26 05:40:52,965992.0
2025-05-26 06:11:10,966040.0
2025-05-26 06:41:28,966088.0
2025-05-26 07:11:46,966149.0
2025-05-26 07:42:03,966199.0
2025-05-26 08:12:22,966250.0
2025-05-26 08:42:39,966317.0
2025-05-26 09:12:56,966344.0
2025-05-26 09:43:18,966355.0
2025-05-26 10:13:43,966366.0
2025-05-26 10:44:08,966428.0
2025-05-26 11:14:32,966492.0
2025-05-26 11:44:56,966571.0
2025-05-26 12:15:22,966634.0
2025-05-26 12:45:41,966698.0
2025-05-26 13:15:58,966778.0
2025-05-26 13:46:16,966843.0
2025-05-26 14:16:34,966908.0
2025-05-26 14:46:51,967001.0
2025-05-26 15:17:09,967066.0
2025-05-26 15:47:26,967146.0
2025-05-26 16:17:44,967210.0
2025-05-26 16:48:02,967273.0
2025-05-26 17:18:19,967351.0
2025-05-26 17:48:37,967413.0
2025-05-26 18:18:54,967474.0
2025-05-26 18:49:12,967561.0
2025-05-26 19:19:29,967619.0
2025-05-26 19:49:47,967691.0
2025-05-26 20:20:04,967747.0
2025-05-26 20:50:21,967793.0
2025-05-26 21:20:38,967827.0
2025-05-26 21:30:44,967929.0
2025-05-26 21:40:50,968033.0
2025-05-26 21:50:56,968135.0
2025-05-26 22:11:08,968293.0
2025-05-26 22:31:21,968398.0
2025-05-26 23:01:43,968518.0
2025-05-26 23:21:59,968627.0
2025-05-26 23:52:22,968711.0
2025-05-27 00:22:45,968711.0
2025-05-27 00:53:07,968711.0
2025-05-27 01:23:30,968711.0
2025-05-27 01:53:53,968711.0
2025-05-27 02:24:15,968711.0
2025-05-27 02:54:33,968711.0
2025-05-27 03:24:50,968711.0
2025-05-27 03:55:08,968711.0
2025-05-27 04:25:26,968711.0
2025-05-27 04:55:44,968711.0
2025-05-27 05:26:02,968711.0
2025-05-27 05:56:19,968711.0
2025-05-27 06:26:37,968711.0
2025-05-27 06:56:55,968711.0
2025-05-27 07:27:12,968711.0
2025-05-27 07:57:30,968711.0
2025-05-27 08:27:47,968765.0
2025-05-27 08:58:04,968849.0
2025-05-27 09:28:22,968927.0
2025-05-27 09:58:39,968988.0
2025-05-27 10:28:57,969048.0
2025-05-27 10:59:14,969119.0
2025-05-27 11:29:32,969176.0
2025-05-27 11:59:49,969234.0
2025-05-27 12:30:07,969316.0
2025-05-27 13:00:25,969327.0
2025-05-27 13:30:43,969362.0
2025-05-27 14:01:01,969420.0
2025-05-27 14:31:18,969491.0
2025-05-27 15:01:35,969547.0
2025-05-27 15:31:52,969603.0
2025-05-27 16:02:11,969674.0
2025-05-27 16:32:28,969731.0
2025-05-27 17:02:46,969792.0
2025-05-27 17:33:04,969881.0
2025-05-27 18:03:21,969936.0
2025-05-27 18:33:39,969991.0
2025-05-27 19:03:57,970059.0
2025-05-27 19:34:16,970113.0
2025-05-27 20:04:41,970167.0
2025-05-27 20:35:06,970233.0
2025-05-27 21:05:31,970285.0
2025-05-27 21:35:56,970356.0
2025-05-27 22:06:22,970367.0
2025-05-27 22:36:46,970378.0
2025-05-27 23:07:11,970396.0
2025-05-27 23:37:33,970445.0
2025-05-28 00:07:50,970493.0
2025-05-28 00:38:07,970554.0
2025-05-28 01:08:24,970602.0
2025-05-28 01:38:41,970650.0
2025-05-28 02:08:59,970710.0
2025-05-28 02:39:17,970758.0
2025-05-28 03:09:34,970823.0
2025-05-28 03:39:52,970875.0
2025-05-28 04:10:10,970921.0
2025-05-28 04:40:27,970979.0
2025-05-28 05:10:44,971027.0
2025-05-28 05:41:02,971074.0
2025-05-28 06:11:19,971133.0
2025-05-28 06:41:38,971180.0
2025-05-28 07:11:56,971261.0
2025-05-28 07:42:14,971292.0
2025-05-28 08:12:31,971303.0
2025-05-28 08:42:49,971314.0
2025-05-28 09:13:07,971325.0
2025-05-28 09:43:24,971336.0
2025-05-28 10:13:42,971347.0
2025-05-28 10:43:59,971358.0
2025-05-28 11:14:16,971369.0
2025-05-28 11:44:34,971380.0
2025-05-28 12:14:51,971391.0
2025-05-28 12:45:09,971402.0
2025-05-28 13:15:26,971413.0
2025-05-28 13:45:43,971424.0
2025-05-28 14:16:00,971435.0
2025-05-28 14:46:18,971446.0
2025-05-28 15:16:35,971457.0
2025-05-28 15:46:52,971482.0
2025-05-28 16:17:09,971507.0
2025-05-28 16:47:27,971518.0
2025-05-28 17:17:44,971529.0
2025-05-28 17:48:02,971540.0
2025-05-28 18:18:19,971551.0
2025-05-28 18:48:36,971576.0
2025-05-28 19:18:54,971632.0
2025-05-28 19:49:11,971643.0
2025-05-28 20:19:28,971654.0
2025-05-28 20:49:45,971665.0
2025-05-28 21:20:03,971676.0
2025-05-28 21:50:20,971687.0
2025-05-28 22:20:37,971698.0
2025-05-28 22:50:55,971709.0
2025-05-28 23:21:12,971720.0
2025-05-28 23:51:30,971731.0
2025-05-29 00:21:47,971742.0
2025-05-29 00:52:04,971753.0
2025-05-29 01:22:22,971764.0
2025-05-29 01:52:39,971775.0
2025-05-29 02:22:57,971786.0
2025-05-29 02:53:15,971797.0
2025-05-29 03:23:33,971802.0
2025-05-29 03:53:51,971802.0
2025-05-29 04:24:08,971802.0
2025-05-29 04:54:25,971802.0
2025-05-29 05:24:42,971802.0
2025-05-29 05:55:00,971802.0
2025-05-29 06:25:17,971802.0
2025-05-29 06:55:35,971802.0
2025-05-29 07:25:52,971802.0
2025-05-29 07:56:10,971802.0
2025-05-29 08:26:27,971802.0
2025-05-29 08:56:44,971802.0
2025-05-29 09:27:02,971810.0
2025-05-29 09:57:19,971821.0
