Time,State
2025-05-16 21:30:50,1
2025-05-17 08:53:14,0
2025-05-17 14:33:38,1
2025-05-17 14:34:13,0
2025-05-19 08:55:40,1
2025-05-19 19:58:09,0
2025-05-20 08:54:16,1
2025-05-20 11:18:07,0
2025-05-20 12:58:12,1
2025-05-20 18:40:08,0
2025-05-20 18:44:19,1
2025-05-21 08:41:05,0
2025-05-21 12:50:22,1
2025-05-21 12:50:25,0
2025-05-21 12:59:08,1
2025-05-21 18:53:09,0
2025-05-21 22:10:08,1
2025-05-21 22:31:08,0
2025-05-22 08:38:08,1
2025-05-22 08:51:08,0
2025-05-22 10:10:12,1
2025-05-22 12:00:08,0
2025-05-22 14:29:06,1
2025-05-22 14:30:51,0
2025-05-23 19:30:07,1
2025-05-23 20:11:06,0
2025-05-23 21:00:24,1
2025-05-23 21:01:05,0
2025-05-23 21:01:13,1
2025-05-23 21:02:06,0
2025-05-24 13:47:06,1
