Time,State
2025-05-16 10:30:03,1
2025-05-16 10:32:57,0
2025-05-17 09:49:04,1
2025-05-17 20:07:04,0
2025-05-18 13:38:05,1
2025-05-18 18:44:04,0
2025-05-19 09:26:03,1
2025-05-19 09:28:21,0
2025-05-19 14:38:04,1
2025-05-19 14:44:37,0
2025-05-19 15:06:09,1
2025-05-19 15:06:16,1
2025-05-19 19:58:05,0
2025-05-20 08:44:04,1
2025-05-20 08:44:33,0
2025-05-20 08:45:03,1
2025-05-20 19:29:04,0
2025-05-21 14:17:04,1
2025-05-21 14:25:17,0
2025-05-21 14:26:04,1
2025-05-21 17:18:04,0
2025-05-22 10:26:05,1
2025-05-22 10:26:27,0
2025-05-22 10:27:04,1
2025-05-22 14:29:57,0
2025-05-22 14:30:03,1
2025-05-22 19:04:03,0
2025-05-23 08:57:03,1
2025-05-23 09:03:04,0
2025-05-23 09:26:25,1
2025-05-23 09:26:37,0
2025-05-23 09:27:22,1
2025-05-23 10:46:03,0
2025-05-24 13:02:03,0
